Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,Mar 2014
Equity Capital,205,207,207,207,207,207,207,207,207,207,207,207,
Reserves,6675,3126,2428,1163,-2117,-4428,-5020,-5121,-2949,-3014,-2587,-2280,
Borrowings,5142,5324,5613,4628,4771,4641,4599,3912,2704,2642,1631,1615,
  └─ Long term Borrowings,2464,3098,794,1754,1904,1975,1743,1678,398,623,1406,1532,
  └─ Short term Borrowings,242,511,1089,446,0,0,2856,2234,2306,2019,226,84,
  └─ Other Borrowings,2436,1715,3731,2427,2867,2667,0,0,0,0,0,,
Other Liabilities,1430,1506,1248,1647,1701,1925,2298,2171,1085,1076,1048,775,
  └─ Non controlling int,0,0,0,192,262,261,264,268,118,134,0,0,
  └─ Trade Payables,764,734,414,295,285,261,262,94,45,26,30,24,
  └─ Advance from Customers,34,39,0,0,0,0,0,0,0,0,0,,
  └─ Other liability items,632,734,834,1161,1154,1403,1772,1809,922,917,1018,751,
Total Liabilities,13452,10163,9496,7645,4563,2345,2084,1170,1047,911,300,317,
Fixed Assets,9814,6449,5835,5253,3149,1003,884,112,58,26,27,44,
  └─ Land,0.18,0.18,0.13,0.13,0.13,0.13,0.12,0.13,0.13,0.13,0.11,,
  └─ Building,6.43,1783.51,2.25,2.25,2.25,2.25,2.25,2.20,2.20,2.20,0.00,,
  └─ Plant Machinery,3672.54,2444.68,2424.21,2466.59,2624.89,2860.95,2717.76,2790.71,3100.04,3155.86,3158.21,,
  └─ Ships Vessels,2893.92,0.00,1699.53,1212.26,1243.66,1253.86,1311.70,96.67,100.42,61.58,3.54,,
  └─ Equipments,5.41,1.00,0.90,0.92,1.23,1.37,1.38,1.40,1.43,1.56,1.56,,
  └─ Furniture n fittings,1.69,0.32,0.39,0.34,0.35,0.37,0.37,0.38,0.41,0.42,0.43,,
  └─ Vehicles,146.43,6.41,5.31,5.31,5.49,5.47,5.47,5.38,5.38,5.38,5.38,,
  └─ Intangible Assets,5725.86,2750.87,2609.04,2627.82,3025.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
  └─ Gross Block,12452.46,6986.97,6741.76,6315.62,6903.07,4124.40,4039.05,2896.87,3210.01,3227.13,3169.23,,
  └─ Accumulated Depreciation,2638.60,538.04,906.44,1062.61,3754.34,3121.59,3155.39,2784.96,3152.26,3201.01,3141.78,,
CWIP,78,79,137,78,11,11,16,0,0,0,180,228,
Investments,63,0,37,0,42,0,6,40,38,0,0,0,
Other Assets,3497,3635,3487,2314,1361,1332,1178,1018,951,885,92,45,
  └─ Inventories,77.93,87.24,74.97,71.95,30.01,21.65,20.38,9.02,2.68,0.00,0.99,1.10,
  └─ Trade receivables,301.08,335.24,119.69,99.16,155.63,71.99,30.32,24.56,13.14,18.66,15.13,1.28,
    └─ Receivables over 6m,199.22,0.00,0.00,0.00,0.00,0.00,11.00,0.85,13.64,15.54,2.43,,183.23
    └─ Receivables under 6m,129.94,470.66,252.54,232.25,284.99,95.49,26.27,31.22,0.25,3.28,12.86,,184.36
    └─ Prov for Doubtful,-28.08,-135.42,-132.85,-133.09,-129.36,-23.50,-6.95,-7.51,-0.75,-0.16,-0.16,,-27.18
  └─ Cash Equivalents,43.62,35.00,39.85,55.41,24.64,44.30,27.58,29.56,25.38,23.91,6.31,2.96,
  └─ Loans n Advances,983.19,119.14,2717.56,1520.86,565.76,601.41,568.35,538.75,573.29,493.97,1.25,0.00,
  └─ Other asset items,2091.62,3058.47,535.24,566.30,585.03,592.48,531.11,415.75,336.56,348.32,68.03,39.32,
Total Assets,13452,10163,9496,7645,4563,2345,2084,1170,1047,911,300,317,
