Metric,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,32,32,32,36,36,44,44,44
Reserves,588,479,459,678,687,1771,1758,1989
Borrowings,2501,3355,2734,2954,3324,2199,2088,2755
  └─ Long term Borrowings,886,940,941,735,499,3,3,117
  └─ Short term Borrowings,603,1220,607,1028,1491,791,857,993
  └─ Lease Liabilities,1011,1195,1186,1190,1334,1405,1229,1645
  └─ Other Borrowings,0,-0,0,0,0,0,0,
Other Liabilities,1492,1524,1644,1986,2070,1757,1836,2411
  └─ Non controlling int,40,80,40,40,36,30,34,29
  └─ Trade Payables,992,1036,1154,1453,1427,1368,1411,1788
  └─ Advance from Customers,8,12,10,21,16,16,11,
  └─ Other liability items,452,397,440,472,590,343,380,594
Total Liabilities,4612,5390,4868,5654,6117,5771,5726,7200
Fixed Assets,2019,2021,1987,2141,2296,2350,2165,2866
  └─ Land,55,21,21,21,21,21,34,
  └─ Building,998,1000,986,1009,1188,1279,1114,
  └─ Plant Machinery,264,294,305,285,248,191,207,
  └─ Equipments,13,16,20,25,32,42,40,
  └─ Computers,143,156,173,173,199,232,249,
  └─ Furniture n fittings,91,123,154,178,216,239,235,
  └─ Vehicles,37,53,48,44,25,13,11,
  └─ Intangible Assets,475,500,520,651,674,676,690,843
  └─ Other fixed assets,299,323,362,425,468,512,533,
  └─ Gross Block,2376,2486,2589,2809,3071,3204,3113,
  └─ Accumulated Depreciation,356,465,602,668,775,855,948,
CWIP,13,8,16,12,35,12,82,8
Investments,60,50,112,100,105,93,98,280
Other Assets,2521,3310,2754,3401,3681,3316,3380,4045
  └─ Inventories,166,170,228,292,345,387,381,533
  └─ Trade receivables,1225,1322,1160,1307,1228,1403,1440,1644
    └─ Receivables over 6m,0,0,54,0,190,279,189,
    └─ Receivables under 6m,1321,1397,1205,1436,1186,1260,1390,
    └─ Prov for Doubtful,-96,-75,-99,-129,-147,-136,-139,
  └─ Cash Equivalents,499,1147,566,1005,1172,597,612,724
  └─ Loans n Advances,121,128,192,175,188,117,133,68
  └─ Other asset items,509,543,607,622,748,813,813,1075
Total Assets,4612,5390,4868,5654,6117,5771,5726,7200
