Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,Mar 2014
Equity Capital,34,34,34,34,34,34,34,34,67,67,67,67,
Reserves,2763,2549,2650,2896,3037,3171,3265,3951,4707,5664,6273,6809,
Borrowings,916,665,703,626,1059,1145,922,709,244,0,0,13,
  └─ Long term Borrowings,429.26,396.34,179.78,472.29,833.23,808.76,694.11,514.89,161.83,0.00,0.10,8.69,
  └─ Short term Borrowings,349.03,348.38,455.38,154.14,225.48,336.67,227.44,193.75,82.36,0.00,0.00,4.67,
  └─ Preference Capital,137.70,62.59,62.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
  └─ Other Borrowings,0.31,-142.58,4.80,0.00,0.01,0.01,0.00,0.00,0.00,0.04,0.00,,
Other Liabilities,313,436,470,483,666,889,1135,695,841,852,693,849,
  └─ Trade Payables,73,132,139,130,274,572,742,482,296,293,152,251,
  └─ Advance from Customers,5,4,14,8,25,19,46,48,45,27,28,,
  └─ Other liability items,235,300,317,345,367,299,347,165,499,533,513,598,
Total Liabilities,4026,3684,3856,4039,4795,5239,5356,5388,5859,6583,7033,7739,
Fixed Assets,1472,1121,1095,1235,1173,2364,2268,2135,2016,1950,1864,1863,
  └─ Land,71.83,73.72,82.74,92.42,76.36,106.19,107.58,107.58,107.58,119.58,121.70,,
  └─ Building,381.23,381.23,396.94,412.55,425.13,522.95,532.62,532.99,536.22,551.11,554.37,,
  └─ Plant Machinery,1524.10,1241.38,1259.24,1455.35,1455.82,2953.72,2978.90,2979.79,2991.40,2999.30,3005.21,,
  └─ Equipments,4.98,5.62,6.00,6.77,7.28,7.76,5.96,6.35,6.64,7.01,7.46,,
  └─ Computers,4.61,4.92,5.09,5.39,5.74,5.92,5.46,6.41,6.61,6.95,7.48,,
  └─ Furniture n fittings,6.59,6.70,7.38,8.78,11.34,17.91,14.38,14.59,15.08,17.98,18.23,,
  └─ Vehicles,10.22,8.41,9.31,12.66,14.67,16.34,17.83,16.96,19.67,24.81,27.37,,
  └─ Intangible Assets,0.00,0.00,0.00,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,0.83,
  └─ Other fixed assets,2.51,2.50,2.51,2.50,18.55,18.57,18.55,18.55,18.57,18.57,18.57,,
  └─ Gross Block,2006.07,1724.48,1769.21,1997.67,2016.14,3650.61,3682.53,3684.47,3703.02,3746.56,3761.64,,
  └─ Accumulated Depreciation,534.01,603.48,674.19,762.57,842.70,1286.31,1414.20,1549.14,1687.33,1796.80,1898.09,,
CWIP,37,31,119,17,23,29,9,13,14,3,14,72,
Investments,1373,1444,1529,1461,1276,1007,1071,646,1177,2098,2892,3821,
Other Assets,1143,1088,1113,1326,2322,1840,2008,2593,2651,2533,2263,1983,
  └─ Inventories,490,499,484,510,771,762,973,1435,1506,1576,1342,1139,
  └─ Trade receivables,298,267,309,392,492,361,471,557,642,518,653,565,
    └─ Receivables over 6m,14,0,0,0,0,0,119,69,32,37,31,,24
    └─ Receivables under 6m,284,267,310,394,498,372,358,496,611,490,631,,314
    └─ Prov for Doubtful,0,-0,-1,-3,-5,-11,-6,-8,0,-9,-8,,0
  └─ Cash Equivalents,40,6,7,17,61,86,65,73,56,56,44,79,
  └─ Loans n Advances,92,62,226,279,389,342,277,240,241,159,112,11,
  └─ Other asset items,224,254,86,128,609,288,221,288,205,223,112,189,
Total Assets,4026,3684,3856,4039,4795,5239,5356,5388,5859,6583,7033,7739,
