Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,Mar 2014
Equity Capital,158,158,158,158,158,158,158,158,158,158,158,158,
Reserves,1781,843,-455,-999,-1361,-2855,-3618,-3997,-1309,-1340,-775,-1615,
Borrowings,24874,16644,15811,14625,13955,13217,3501,10523,4839,4599,3370,701,
  └─ Long term Borrowings,19222,12592,10512,10693,9442,7713,102,3511,3364,3128,290,290,
  └─ Short term Borrowings,3088,2873,2386,2162,1913,1456,3399,7012,1475,1471,3080,410,
  └─ Lease Liabilities,0,0,0,0,0,8,0,0,0,0,0,0,
  └─ Other Borrowings,2564,1179,2914,1770,2600,4040,0,0,0,0,0,,
Other Liabilities,6040,4650,4993,6366,8976,9914,19940,4887,4001,4391,2416,1326,
  └─ Non controlling int,2305,1005,1406,1569,2448,2564,2391,762,1604,1745,1785,1239,
  └─ Trade Payables,325,227,278,250,205,180,43,83,24,12,11,1,
  └─ Advance from Customers,10,13,14,0,0,0,0,0,0,0,0,,
  └─ Other liability items,3400,3405,3295,4547,6323,7171,17505,4041,2373,2634,620,86,
Total Liabilities,32852,22295,20507,20150,21728,20434,19981,11570,7689,7808,5169,570,
Fixed Assets,11484,14433,14164,13986,14417,12426,387,7326,3861,3637,3414,117,
  └─ Land,551.71,0.21,2.90,2.90,2.90,2.90,0.21,202.80,20.16,20.30,20.23,,
  └─ Building,6313.84,9310.93,9739.05,10257.99,10968.16,11405.61,0.06,4477.77,3777.46,3777.46,3777.40,,
  └─ Plant Machinery,4373.72,0.00,0.00,0.00,0.00,0.00,0.00,5221.99,1683.60,1684.72,1682.59,,
  └─ Equipments,29.10,1389.43,1418.20,1523.77,1530.74,1560.91,2.09,3.97,3.05,3.43,2.01,,
  └─ Computers,118.82,71.89,71.30,125.28,128.68,130.61,0.33,1.96,1.23,1.09,1.17,,
  └─ Furniture n fittings,724.91,960.06,989.17,1035.36,1043.24,1065.93,0.42,4.72,3.48,3.48,3.17,,
  └─ Vehicles,8.55,2.95,3.94,4.09,5.25,12.26,2.44,5.26,4.43,4.27,3.17,,
  └─ Intangible Assets,1845.11,3095.81,3106.41,3110.22,3110.64,1461.57,536.82,537.00,349.39,0.00,0.00,0.00,
  └─ Other fixed assets,568.54,381.56,488.36,492.18,1190.73,1192.11,116.55,151.25,127.17,476.77,476.73,,
  └─ Gross Block,14534.30,15212.84,15819.33,16551.79,17980.34,16831.90,658.92,10606.72,5969.97,5971.52,5966.47,,
  └─ Accumulated Depreciation,3049.81,779.82,1655.25,2565.45,3562.90,4423.52,271.93,3281.22,2108.79,2334.07,2551.97,,
CWIP,12504,1446,1426,1602,2806,3939,571,0,0,0,0,0,
Investments,2062,3744,1757,789,893,159,21,1375,1501,1390,125,103,
Other Assets,6801,2672,3160,3773,3612,3910,19002,2870,2326,2781,1630,350,
  └─ Inventories,40,9,11,10,9,9,1,75,9,11,14,0,
  └─ Trade receivables,321,444,444,419,417,403,2,467,48,49,31,0,
    └─ Receivables over 6m,113.34,0.00,0.00,0.00,0.00,0.00,0.00,396.81,5.58,5.39,4.64,,210.04
    └─ Receivables under 6m,213.78,451.70,451.45,426.15,421.72,413.92,1.86,404.64,42.45,43.69,44.96,,272.39
    └─ Prov for Doubtful,-6.60,-7.60,-7.60,-7.60,-5.04,-11.32,0.00,-334.33,0.00,0.00,-18.54,,-5.00
  └─ Cash Equivalents,1496,906,1028,1373,568,318,125,557,508,505,673,46,
  └─ Loans n Advances,144,34,130,402,494,365,436,86,90,101,30,0,
  └─ Other asset items,4800,1278,1547,1569,2123,2816,18438,1685,1671,2115,883,304,
Total Assets,32852,22295,20507,20150,21728,20434,19981,11570,7689,7808,5169,570,
