Metric,Mar 2007,Mar 2008,Mar 2009
Equity Capital,6.55,6.55,6.55
Reserves,15.04,15.75,14.14
Borrowing,0.38,0.18,1.14
Other Liabilities,3.38,3.19,2.38
  └─ Non controlling int,0.79,0.04,0.02
  └─ Trade Payables,0.15,0.24,0.06
  └─ Other liability items,2.44,2.91,2.30
Total Liabilities,25.35,25.67,24.21
Fixed Assets,0.69,1.30,1.21
  └─ Land,0.00,0.60,0.65
  └─ Building,0.09,0.09,0.04
  └─ Plant Machinery,0.00,0.08,0.04
  └─ Equipments,0.09,0.10,0.11
  └─ Computers,0.17,0.19,0.19
  └─ Furniture n fittings,0.36,0.37,0.36
  └─ Vehicles,0.72,0.70,0.71
  └─ Intangible Assets,0.05,0.06,0.06
  └─ Other fixed assets,0.70,0.24,0.24
  └─ Gross Block,2.18,2.43,2.40
  └─ Accumulated Depreciation,1.49,1.13,1.19
CWIP,0.97,0.00,0.00
Investments,10.61,14.61,15.68
Other Assets,13.08,9.76,7.32
  └─ Inventories,0.29,1.15,1.47
  └─ Trade receivables,0.16,0.09,0.03
    └─ Receivables over 6m,0.14,0.09,0.05
    └─ Receivables under 6m,0.04,0.02,0.00
    └─ Prov for Doubtful,-0.02,-0.02,-0.02
  └─ Cash Equivalents,5.43,3.25,0.89
  └─ Loans n Advances,4.24,3.74,3.81
  └─ Other asset items,2.96,1.53,1.12
Total Assets,25.35,25.67,24.21
