Metric,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,1.96,3.01,10.71,10.83
Reserves,5.64,13.80,24.90,33.86
Borrowings,0.80,1.81,0.64,1.33
  └─ Long term Borrowings,0.33,0.41,0.41,0.29
  └─ Short term Borrowings,0.48,1.41,0.23,1.04
  └─ Other Borrowings,-0.01,-0.01,0.00,
Other Liabilities,1.79,0.71,6.61,7.32
  └─ Trade Payables,1.06,0.06,4.72,2.57
  └─ Advance from Customers,0.21,0.00,0.00,
  └─ Other liability items,0.52,0.65,1.89,4.75
Total Liabilities,10.19,19.33,42.86,53.34
Fixed Assets,1.46,1.65,1.94,26.25
  └─ Building,0.00,0.35,0.35,
  └─ Equipments,0.12,0.13,0.33,
  └─ Computers,1.72,2.03,2.45,
  └─ Furniture n fittings,0.23,0.23,0.52,
  └─ Vehicles,0.17,0.17,0.17,
  └─ Intangible Assets,0.00,0.00,0.00,25.46
  └─ Other fixed assets,0.78,0.78,0.77,
  └─ Gross Block,3.02,3.69,4.59,
  └─ Accumulated Depreciation,1.56,2.04,2.66,
CWIP,3.66,2.06,5.19,0.00
Investments,0.00,5.42,5.61,5.84
Other Assets,5.07,10.20,30.12,21.25
  └─ Trade receivables,0.88,4.11,5.76,10.46
    └─ Receivables over 6m,0.67,0.75,1.28,
    └─ Receivables under 6m,0.21,3.36,4.48,
  └─ Cash Equivalents,0.77,0.05,0.71,0.01
  └─ Loans n Advances,0.42,0.32,0.11,10.21
  └─ Other asset items,3.00,5.72,23.54,0.57
Total Assets,10.19,19.33,42.86,53.34
