Metric,Mar 2006,Mar 2007,Mar 2008,Mar 2009,Mar 2010,Mar 2020,Mar 2024,Mar 2025,Mar 2026
Equity Capital,28,28,28,28,41,,43,43,43
Reserves,248,275,309,335,802,,3180,3591,3914
Borrowings,5,32,27,22,0,,156,190,133
  └─ Short term Borrowings,,,,,,,0,32,0
  └─ Lease Liabilities,,,,,,,156,158,133
  └─ Other Borrowings,5,32,27,22,0,,0,0,
Other Liabilities,127,171,211,289,465,,3853,4638,4346
  └─ Trade Payables,85,127,165,242,389,,3548,4200,3644
  └─ Advance from Customers,0,0,0,0,0,,21,58,
  └─ Other liability items,42,44,47,47,75,,284,380,701
Total Liabilities,408,506,576,674,1308,,7233,8462,8436
Fixed Assets,64,110,128,138,254,,759,777,725
  └─ Land,7.45,7.45,7.45,7.43,10.58,,24.80,25.07,
  └─ Building,48.53,56.88,64.79,75.06,102.46,,464.87,551.80,
  └─ Plant Machinery,213.89,261.79,267.40,279.56,485.81,,1442.38,1476.74,
  └─ Equipments,0.00,0.00,0.00,0.00,0.00,,27.27,26.24,
  └─ Furniture n fittings,10.24,10.70,13.79,15.77,41.05,,32.05,34.90,
  └─ Vehicles,1.27,1.10,1.06,0.92,4.91,,44.71,47.90,
  └─ Intangible Assets,0.00,0.00,0.00,0.00,0.00,,0.21,0.21,0.80
  └─ Other fixed assets,0.00,0.00,0.00,0.00,0.00,,17.47,18.50,
  └─ Gross Block,281.38,337.92,354.49,378.74,644.81,,2053.76,2181.36,
  └─ Accumulated Depreciation,217.46,227.92,226.21,240.93,391.00,,1295.02,1404.46,
CWIP,16,5,4,21,10,,61,97,160
Investments,3,3,3,0,0,,0,2,8
Other Assets,325,388,441,515,1043,,6413,7587,7542
  └─ Inventories,118,138,151,223,402,,2116,2922,2709
  └─ Trade receivables,150,171,193,178,313,,2522,2594,2734
  └─ Cash Equivalents,3,7,11,30,170,,624,820,874
  └─ Loans n Advances,7,10,10,12,29,,34,25,22
  └─ Other asset items,47,62,75,73,130,,1117,1225,1204
Total Assets,408,506,576,674,1308,,7233,8462,8436
