Metric,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,15,21,21,21,21,21,21,21,43,43,43
Reserves,123,275,320,380,425,496,574,693,759,857,961
Borrowings,139,117,142,170,194,197,222,203,213,259,218
  └─ Long term Borrowings,42,26,25,74,105,76,47,30,29,101,96
  └─ Short term Borrowings,75,73,99,79,57,95,160,173,160,143,88
  └─ Other Borrowings,22,18,19,18,31,25,15,0,24,15,34
Other Liabilities,170,163,199,211,180,245,225,253,204,206,298
  └─ Trade Payables,154,152,183,188,166,228,202,225,182,184,272
  └─ Advance from Customers,0,0,0,0,0,0,0,0,0,0,0
  └─ Other liability items,16,11,16,23,14,17,23,27,22,22,26
Total Liabilities,447,577,682,782,821,960,1042,1171,1219,1365,1520
Fixed Assets,147,132,191,229,244,295,291,306,344,406,459
  └─ Land,5,8,8,11,11,13,16,16,17,29,37
  └─ Building,40,40,57,72,72,89,97,102,119,135,135
  └─ Plant Machinery,236,241,304,354,407,478,507,562,631,716,822
  └─ Equipments,4,5,5,6,6,7,8,8,9,10,11
  └─ Computers,4,4,6,7,7,7,7,8,9,10,12
  └─ Furniture n fittings,3,3,4,4,5,5,6,7,8,9,10
  └─ Vehicles,7,7,9,10,13,12,15,16,18,19,25
  └─ Other fixed assets,0,0,0,0,0,0,0,-0,0,0,0
  └─ Gross Block,301,308,392,464,521,611,656,719,811,928,1050
  └─ Accumulated Depreciation,153,177,201,235,277,316,365,413,466,522,592
CWIP,0,3,0,16,61,0,0,12,8,0,35
Investments,0,0,0,0,0,0,0,0,0,0,0
Other Assets,299,443,492,538,515,665,751,853,866,959,1027
  └─ Inventories,91,110,154,161,145,153,188,188,198,194,248
  └─ Trade receivables,162,182,235,312,296,438,474,561,571,638,611
    └─ Receivables over 6m,8,182,9,7,34,0,51,26,59,92,112
    └─ Receivables under 6m,154,0,226,305,263,438,424,535,512,546,499
  └─ Cash Equivalents,1,72,26,0,21,20,5,27,33,32,38
  └─ Loans n Advances,3,3,6,4,4,6,5,8,10,10,13
  └─ Other asset items,42,75,70,60,49,48,79,68,54,85,117
Total Assets,447,577,682,782,821,960,1042,1171,1219,1365,1520
