Metric,Mar 2012,Mar 2013,Mar 2014
Equity Capital,96.16,96.16,96.16
Reserves,5.67,5.73,5.64
Borrowing,0.00,0.05,0.01
Other Liabilities,0.15,0.09,0.03
  └─ Other liability items,0.15,0.09,0.03
Total Liabilities,101.98,102.03,101.84
Fixed Assets,5.88,5.88,5.88
  └─ Intangible Assets,5.88,5.88,5.88
  └─ Gross Block,5.88,5.88,5.88
CWIP,0.00,0.00,0.00
Investments,84.52,88.53,88.14
Other Assets,11.58,7.62,7.82
  └─ Cash Equivalents,0.37,0.46,0.50
  └─ Other asset items,11.21,7.16,7.32
Total Assets,101.98,102.03,101.84
