Metric,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,3,3,3,3,10,13,13
Reserves,48,50,57,81,95,244,280
Borrowings,61,59,57,60,57,24,38
  └─ Long term Borrowings,24.40,30.11,23.77,20.50,9.21,1.07,1.62
  └─ Short term Borrowings,32.66,28.85,33.12,38.10,45.82,22.05,34.94
  └─ Lease Liabilities,0.00,0.00,0.00,1.78,1.49,1.15,1.58
  └─ Other Borrowings,3.94,-0.01,0.00,-0.01,0.00,-0.01,
Other Liabilities,28,21,29,26,27,39,43
  └─ Non controlling int,0.00,0.00,0.00,0.00,-0.34,-0.36,-0.40
  └─ Trade Payables,14.42,10.45,13.80,8.10,13.67,18.32,19.99
  └─ Advance from Customers,1.30,0.00,0.15,0.00,0.00,0.00,
  └─ Other liability items,12.57,10.92,15.45,18.27,14.06,20.82,23.85
Total Liabilities,140,133,146,170,189,320,374
Fixed Assets,56,0,56,61,64,84,116
  └─ Land,2.31,2.03,2.03,3.77,3.77,3.77,
  └─ Building,12.56,9.33,9.66,11.44,11.87,19.95,
  └─ Plant Machinery,0.58,25.00,26.88,30.12,34.82,44.08,
  └─ Equipments,33.29,0.65,0.65,0.89,1.08,1.73,
  └─ Computers,1.25,0.35,0.43,0.65,0.80,1.32,
  └─ Furniture n fittings,13.20,3.62,3.74,3.88,4.30,7.35,
  └─ Vehicles,1.25,0.68,1.12,1.11,1.68,2.18,
  └─ Intangible Assets,19.25,17.88,18.50,21.43,24.87,28.20,26.76
  └─ Other fixed assets,1.13,-59.54,5.12,5.51,5.95,7.88,
  └─ Gross Block,84.82,0.00,68.13,78.80,89.14,116.46,
  └─ Accumulated Depreciation,28.91,6.11,11.84,17.99,24.74,32.78,
CWIP,7,0,3,5,7,11,7
Investments,0,0,0,0,0,0,0
Other Assets,78,133,86,105,118,225,252
  └─ Inventories,42,40,50,56,58,72,89
  └─ Trade receivables,23,21,25,30,47,71,82
  └─ Cash Equivalents,2,4,3,12,4,59,50
  └─ Loans n Advances,2,3,3,3,1,1,2
  └─ Other asset items,9,66,6,4,8,22,28
Total Assets,140,133,146,170,189,320,374
