Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,Mar 2014
Equity Capital,3,3,3,3,3,3,3,3,3,6,6,19,
Reserves,47,48,52,60,75,84,100,131,159,189,215,221,
Borrowings,42,39,35,29,26,17,12,34,56,53,45,32,
  └─ Long term Borrowings,13.41,7.66,2.66,1.63,0.92,0.55,0.75,0.45,1.91,2.06,2.76,0.93,
  └─ Short term Borrowings,20.84,24.84,26.03,24.38,24.34,15.71,11.47,14.04,36.62,33.72,27.85,19.26,
  └─ Lease Liabilities,0.00,0.00,0.00,0.00,0.00,0.00,0.24,19.45,17.10,17.41,14.24,11.61,
  └─ Other Borrowings,7.47,6.94,6.50,2.69,1.22,0.81,-0.01,0.01,0.00,-0.01,0.01,,
Other Liabilities,23,20,24,30,26,23,39,45,57,54,54,74,
  └─ Non controlling int,1.41,1.27,1.39,0.80,0.00,0.00,0.00,0.70,0.83,1.12,1.27,0.00,
  └─ Trade Payables,9.76,8.83,10.94,12.67,11.40,8.29,12.91,15.85,20.64,17.93,20.38,25.43,
  └─ Advance from Customers,0.00,0.00,0.00,0.00,0.00,0.00,3.53,2.97,0.71,2.70,1.46,,
  └─ Other liability items,12.04,10.25,11.68,16.04,14.68,15.01,22.11,25.87,35.28,32.52,30.92,48.72,
Total Liabilities,115,111,114,122,130,128,154,214,275,302,320,346,
Fixed Assets,56,54,49,49,47,44,41,67,84,125,120,110,
  └─ Land,9.25,9.25,9.25,9.25,9.25,10.22,10.22,0.00,0.00,0.00,0.00,,
  └─ Building,28.90,31.40,31.17,31.17,31.25,31.31,32.31,31.87,31.07,51.37,52.26,,
  └─ Plant Machinery,28.42,29.03,30.11,33.84,35.64,37.51,38.57,43.77,63.03,83.84,92.46,,
  └─ Equipments,2.09,2.27,2.35,2.49,2.56,2.73,3.02,3.09,2.21,2.71,2.74,,
  └─ Computers,2.13,2.34,2.51,2.35,3.01,3.32,3.79,3.94,3.76,4.55,5.02,,
  └─ Furniture n fittings,1.30,2.95,2.97,2.99,3.00,3.03,3.11,3.14,3.11,4.18,4.81,,
  └─ Vehicles,3.63,4.08,5.41,6.96,7.28,6.78,6.20,7.51,11.20,10.53,11.69,,
  └─ Intangible Assets,0.16,0.21,0.23,0.23,1.01,1.01,1.02,1.26,1.26,4.38,4.50,4.24,
  └─ Other fixed assets,0.83,0.86,0.94,1.25,2.07,2.06,2.33,37.70,38.71,42.38,42.41,,
  └─ Gross Block,76.71,82.39,84.94,90.53,95.07,97.97,100.57,132.28,154.35,203.94,215.89,,
  └─ Accumulated Depreciation,21.08,28.52,35.79,41.48,48.33,54.11,59.54,65.33,70.00,79.10,95.61,,
CWIP,1,1,0,0,0,1,1,8,25,0,2,18,
Investments,3,0,0,0,0,1,0,0,0,0,0,0,
Other Assets,56,56,64,72,83,82,112,138,166,178,197,219,
  └─ Inventories,20,19,20,24,28,32,31,39,50,55,56,71,
  └─ Trade receivables,20,20,28,30,34,24,26,43,50,60,73,75,
    └─ Receivables over 6m,2,2,0,0,0,0,0,1,0,1,4,,1
    └─ Receivables under 6m,18,18,29,30,34,24,26,42,50,59,69,,20
    └─ Prov for Doubtful,0,0,-1,-1,-0,-0,0,0,0,0,-0,,0
  └─ Cash Equivalents,5,4,6,6,5,11,35,29,33,32,30,23,
  └─ Loans n Advances,3,3,3,4,5,5,6,10,9,10,14,1,
  └─ Other asset items,7,10,8,9,11,10,13,17,24,21,26,50,
Total Assets,115,111,114,122,130,128,154,214,275,302,320,346,
