Metric,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,0.01,0.01,0.01,10,14
Reserves,9,10,14,11,58
Borrowings,3,2,5,22,18
  └─ Long term Borrowings,0.71,0.40,1.10,9.83,0.57
  └─ Short term Borrowings,1.97,1.81,3.96,12.36,16.95
  └─ Other Borrowings,-0.01,0.00,0.00,0.00,
Other Liabilities,13,15,13,26,26
  └─ Trade Payables,11.03,11.91,9.64,17.77,18.34
  └─ Other liability items,2.18,2.71,3.72,7.80,7.86
Total Liabilities,25,27,32,69,115
Fixed Assets,2,2,2,10,20
  └─ Land,0.09,0.09,0.09,1.42,
  └─ Building,0.61,0.64,1.44,5.22,
  └─ Plant Machinery,2.63,2.85,3.01,13.55,
  └─ Equipments,0.16,0.18,0.19,0.28,
  └─ Computers,0.11,0.12,0.14,0.33,
  └─ Furniture n fittings,0.38,0.38,0.44,0.98,
  └─ Vehicles,1.97,2.05,2.05,2.54,
  └─ Intangible Assets,0.00,0.00,0.00,0.60,0.01
  └─ Other fixed assets,0.02,0.02,0.02,0.01,
  └─ Gross Block,5.97,6.33,7.38,24.93,
  └─ Accumulated Depreciation,3.98,4.49,5.03,15.21,
CWIP,0,0,0,2,7
Investments,0,0,0,0,1
Other Assets,22,25,30,57,87
  └─ Inventories,4.89,7.67,10.69,29.64,41.90
  └─ Trade receivables,11.97,13.72,15.77,21.81,28.00
    └─ Receivables over 6m,3.97,4.77,4.59,2.73,
    └─ Receivables under 6m,8.00,8.95,11.17,19.09,
  └─ Cash Equivalents,2.87,1.28,0.94,1.88,6.42
  └─ Loans n Advances,1.39,1.56,1.17,0.91,9.67
  └─ Other asset items,1.14,1.13,1.05,2.65,1.41
Total Assets,25,27,32,69,115
