Metric,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,73,73,73,73,74,74,74,74,74,74,74
Reserves,837,1093,1258,1340,1440,1511,1516,1402,1405,1461,1514
Borrowings,173,117,116,75,136,88,120,107,85,40,85
  └─ Long term Borrowings,0,0,0,61,47,27,9,0,0,0,0
  └─ Short term Borrowings,173,117,116,5,48,51,108,57,55,13,66
  └─ Lease Liabilities,0,0,0,0,22,10,3,50,30,27,19
  └─ Other Borrowings,0,0,0,9,19,0,0,0,0,0,
Other Liabilities,200,183,203,245,271,433,474,604,684,711,794
  └─ Trade Payables,93,91,98,108,85,96,80,106,112,96,136
  └─ Advance from Customers,16,17,16,12,13,13,15,21,0,0,
  └─ Other liability items,91,76,89,124,173,323,379,476,572,614,658
Total Liabilities,1283,1467,1650,1733,1921,2106,2184,2186,2248,2285,2466
Fixed Assets,247,245,230,301,330,330,323,358,368,366,414
  └─ Land,22,22,22,48,45,43,43,34,34,32,
  └─ Building,52,53,53,60,93,72,65,117,105,92,
  └─ Plant Machinery,121,131,132,163,169,165,163,163,173,165,
  └─ Equipments,3,3,4,4,5,4,4,4,5,6,
  └─ Furniture n fittings,1,1,4,5,5,4,4,4,5,6,
  └─ Vehicles,0,1,0,0,0,0,0,0,0,0,
  └─ Intangible Assets,67,67,67,67,67,67,67,67,67,67,70
  └─ Other fixed assets,2,9,9,38,46,89,108,112,161,180,
  └─ Gross Block,269,286,291,384,430,446,454,501,549,548,
  └─ Accumulated Depreciation,22,42,61,83,101,116,130,143,181,182,
CWIP,3,4,10,12,10,16,20,35,3,0,0
Investments,795,995,1114,1071,1183,1416,1514,1423,1421,1513,1691
Other Assets,239,223,296,350,399,344,327,370,457,406,360
  └─ Inventories,48,47,49,44,47,54,77,64,49,32,32
  └─ Trade receivables,118,116,140,167,168,124,111,118,128,106,126
    └─ Receivables over 6m,0,0,0,0,0,0,0,0,64,56,
    └─ Receivables under 6m,131,134,160,196,203,165,163,166,106,90,
    └─ Prov for Doubtful,-13,-17,-19,-30,-36,-41,-52,-47,-42,-39,
  └─ Cash Equivalents,45,38,56,77,35,41,38,38,61,22,17
  └─ Loans n Advances,2,1,6,0,-2,-20,3,7,5,4,3
  └─ Other asset items,27,20,45,61,152,145,98,142,214,242,184
Total Assets,1283,1467,1650,1733,1921,2106,2184,2186,2248,2285,2466
