Metric,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,79,79,79,95,95,99,100,100,100,100
Reserves,442,506,620,1614,1885,2817,3240,3668,4217,4960
Borrowing,306,840,1603,2022,2515,2728,3796,5200,6873,7904
Other Liabilities,18,40,61,16,26,39,41,37,54,84
  └─ Trade Payables,2,3,5,1,2,8,9,3,4,20
  └─ Advance from Customers,0,0,0,0,0,0,0,0,0,
  └─ Other liability items,16,37,55,15,24,32,32,34,50,64
Total Liabilities,845,1465,2362,3747,4520,5684,7176,9005,11243,13048
Fixed Assets,5,4,4,10,10,12,15,22,35,39
  └─ Land,3.29,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,
  └─ Building,0.00,1.41,1.99,14.25,15.71,21.32,29.31,41.05,59.92,
  └─ Equipments,3.07,1.90,2.92,4.41,5.02,5.97,7.15,9.24,12.73,
  └─ Furniture n fittings,0.44,0.30,0.63,0.96,1.07,1.32,1.79,2.72,3.33,
  └─ Vehicles,0.97,0.60,0.60,0.61,0.60,1.37,1.37,1.37,2.37,
  └─ Intangible Assets,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.22
  └─ Other fixed assets,2.19,1.85,2.52,2.95,3.29,4.12,4.85,6.04,6.55,
  └─ Gross Block,9.96,6.71,9.31,23.83,26.34,34.75,45.12,61.07,85.55,
  └─ Accumulated Depreciation,5.29,2.37,5.30,13.72,16.79,22.78,29.84,39.15,50.85,
CWIP,0,0,0,0,0,0,0,0,0,0
Investments,1,45,0,0,53,102,51,51,53,240
Other Assets,840,1416,2358,3737,4458,5570,7110,8931,11156,12768
  └─ Cash Equivalents,17,14,111,603,438,446,460,350,424,591
  └─ Loans n Advances,40,0,1,1,0,1,6,5,10,11930
  └─ Other asset items,783,1403,2246,3133,4020,5124,6644,8576,10722,248
Total Assets,845,1465,2362,3747,4520,5684,7176,9005,11243,13048
