Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,Mar 2014
Equity Capital,9,11,20,22,22,23,23,23,23,23,23,23,
Reserves,-4,6,69,84,120,137,145,180,239,626,678,804,
Borrowings,3,24,11,28,86,71,73,91,105,63,31,41,
  └─ Long term Borrowings,0.00,3.56,1.55,1.41,41.57,38.19,36.45,22.45,28.27,10.17,4.62,3.53,
  └─ Short term Borrowings,3.06,19.68,8.81,25.70,39.88,27.51,36.08,68.15,76.62,52.90,24.36,22.98,
  └─ Lease Liabilities,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.10,14.08,
  └─ Other Borrowings,0.00,0.72,0.72,0.79,4.58,5.27,0.00,0.00,0.01,0.00,-0.01,,
Other Liabilities,0,45,32,19,60,59,64,85,124,182,243,288,
  └─ Non controlling int,0,3,2,2,16,2,3,9,46,72,122,136,
  └─ Trade Payables,0,38,28,10,39,45,45,47,53,66,71,102,
  └─ Advance from Customers,0,0,0,0,2,3,9,10,12,6,7,,
  └─ Other liability items,0,4,2,7,3,8,6,20,14,38,43,51,
Total Liabilities,8,86,132,152,287,289,304,379,490,893,975,1156,
Fixed Assets,0,27,27,29,77,75,75,80,112,144,271,345,
  └─ Land,0,1,0,0,17,17,18,18,18,3,3,,
  └─ Building,0,4,4,4,29,27,27,28,42,72,107,,
  └─ Plant Machinery,0,17,14,18,79,76,78,84,113,137,205,,
  └─ Equipments,0,3,0,0,1,2,9,9,8,8,5,,
  └─ Computers,0,0,0,0,2,2,2,2,3,3,4,,
  └─ Furniture n fittings,0,1,0,0,4,3,4,4,4,5,8,,
  └─ Vehicles,0,1,1,2,3,2,3,3,4,4,5,,
  └─ Intangible Assets,0,6,7,8,8,8,8,11,5,5,38,64,
  └─ Other fixed assets,-0,-0,7,5,7,8,1,1,2,2,3,,
  └─ Gross Block,0,33,35,37,150,145,149,160,199,240,377,,
  └─ Accumulated Depreciation,0,7,8,9,72,70,75,80,87,96,106,,
CWIP,0,0,0,0,0,0,0,13,2,6,10,23,
Investments,0,3,5,14,8,6,6,10,13,20,22,27,
Other Assets,8,56,100,110,202,209,223,275,363,723,672,761,
  └─ Inventories,0,4,7,8,31,37,40,55,85,89,131,159,
  └─ Trade receivables,0,38,45,15,53,52,54,81,107,148,190,214,
    └─ Receivables over 6m,0,0,0,0,0,0,0,3,14,23,25,,18
    └─ Receivables under 6m,0,38,45,15,53,52,54,78,93,125,165,,0
  └─ Cash Equivalents,4,8,27,8,8,7,10,14,47,337,193,146,
  └─ Loans n Advances,3,1,17,67,32,28,42,51,54,64,44,161,
  └─ Other asset items,1,6,5,11,78,84,76,74,70,86,115,81,
Total Assets,8,86,132,152,287,289,304,379,490,893,975,1156,
