Metric,Mar 2014,Mar 2015,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023
Equity Capital,0.80,1.10,1.10,7.02,19.24,19.24,19.24,19.24,19.24
Reserves,10.13,12.28,14.67,16.03,20.98,12.84,-5.71,-24.41,-27.45
Borrowings,29.30,34.51,32.82,36.42,38.58,38.29,34.19,34.05,32.47
  └─ Long term Borrowings,,,0.00,15.77,15.39,15.60,11.43,11.33,10.01
  └─ Short term Borrowings,,,0.00,20.65,23.19,22.69,22.76,22.72,22.46
  └─ Other Borrowings,29.30,34.51,32.82,0.00,0.00,0.00,0.00,0.00,
Other Liabilities,2.25,2.87,4.80,6.91,6.78,26.98,13.14,4.82,9.01
  └─ Non controlling int,0.14,0.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Trade Payables,1.61,2.07,3.43,4.78,3.76,25.19,10.87,2.31,6.83
  └─ Advance from Customers,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,
  └─ Other liability items,0.50,0.66,1.37,2.13,3.02,1.79,2.27,2.46,2.18
Total Liabilities,42.48,50.76,53.39,66.38,85.58,97.35,60.86,33.70,33.27
Fixed Assets,8.49,14.67,12.16,20.19,18.80,17.28,15.90,1.78,1.50
  └─ Land,0.11,0.11,0.10,0.10,0.10,0.10,0.10,0.10,
  └─ Building,5.64,6.84,6.84,11.45,11.45,17.42,17.95,1.07,
  └─ Plant Machinery,5.22,11.52,11.96,14.04,14.04,8.06,7.54,1.05,
  └─ Equipments,0.06,0.06,0.14,0.12,0.12,0.12,0.14,0.00,
  └─ Computers,0.15,0.15,0.20,0.21,0.21,0.21,0.21,0.21,
  └─ Furniture n fittings,0.07,0.07,0.06,0.10,0.10,0.11,0.12,0.00,
  └─ Vehicles,0.73,0.77,0.98,1.90,1.91,1.73,1.73,1.22,
  └─ Intangible Assets,0.03,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Other fixed assets,0.00,0.01,0.00,-0.01,0.01,0.02,0.00,0.00,
  └─ Gross Block,12.01,19.56,20.28,27.91,27.94,27.77,27.79,3.65,
  └─ Accumulated Depreciation,3.52,4.89,8.12,7.72,9.14,10.49,11.89,1.87,
CWIP,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Investments,0.06,0.24,0.65,0.40,0.41,0.44,0.19,0.19,0.19
Other Assets,33.93,35.85,40.58,45.79,66.37,79.63,44.77,31.73,31.58
  └─ Inventories,18.58,14.10,14.62,12.94,24.14,20.15,4.75,0.25,2.12
  └─ Trade receivables,12.14,19.09,22.33,27.47,35.55,36.70,23.52,3.35,1.30
    └─ Receivables over 6m,1.07,0.79,0.58,0.06,0.21,28.95,0.00,3.35,
    └─ Receivables under 6m,11.07,18.30,21.75,27.42,35.34,7.75,23.52,0.00,
  └─ Cash Equivalents,0.24,0.04,0.07,1.46,1.27,0.42,0.05,0.18,0.18
  └─ Loans n Advances,0.23,0.09,0.06,0.06,0.34,0.10,0.00,0.00,27.67
  └─ Other asset items,2.74,2.53,3.50,3.86,5.07,22.26,16.45,27.95,0.31
Total Assets,42.48,50.76,53.39,66.38,85.58,97.35,60.86,33.70,33.27
