Metric,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,25,25,25,25,25,25,25
Reserves,961,1148,1441,1644,1502,1490,1519
Borrowings,264,268,499,824,837,829,726
  └─ Long term Borrowings,56,0,209,402,383,283,161
  └─ Short term Borrowings,167,0,286,419,452,546,565
  └─ Lease Liabilities,0,0,5,3,2,0,0
  └─ Other Borrowings,41,268,-0,-0,0,0,
Other Liabilities,407,533,832,705,674,741,750
  └─ Trade Payables,235,340,574,448,492,550,540
  └─ Advance from Customers,34,21,43,11,10,14,
  └─ Other liability items,138,172,215,247,172,177,210
Total Liabilities,1657,1974,2798,3198,3039,3085,3021
Fixed Assets,481,634,911,1166,1152,1575,1503
  └─ Land,42.62,42.62,119.67,119.67,119.67,120.43,
  └─ Building,177.08,208.07,271.31,340.26,347.88,439.10,
  └─ Plant Machinery,406.01,572.96,757.05,1000.87,1065.22,1484.24,
  └─ Equipments,4.52,6.01,0.00,0.00,0.00,0.00,
  └─ Computers,1.84,2.09,2.22,2.66,2.81,2.91,
  └─ Furniture n fittings,8.09,10.53,14.49,17.42,17.93,18.46,
  └─ Vehicles,15.10,15.05,14.83,14.53,14.41,12.56,
  └─ Intangible Assets,25.33,25.33,26.42,26.92,27.17,37.84,18.80
  └─ Other fixed assets,1.40,1.39,14.21,22.58,24.19,26.12,
  └─ Gross Block,681.99,884.05,1220.20,1544.91,1619.28,2141.66,
  └─ Accumulated Depreciation,201.45,250.24,309.52,378.83,467.63,566.77,
CWIP,101,112,188,356,521,83,79
Investments,191,304,211,183,114,3,5
Other Assets,885,924,1487,1494,1251,1425,1435
  └─ Inventories,304,376,639,652,517,599,529
  └─ Trade receivables,461,411,543,523,433,567,672
  └─ Cash Equivalents,9,21,11,33,20,31,25
  └─ Loans n Advances,12,11,12,15,16,19,20
  └─ Other asset items,99,105,282,271,265,209,189
Total Assets,1657,1974,2798,3198,3039,3085,3021
