Metric,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,10,10,10,10,10,10,10,10,10,10,10
Reserves,24,24,25,23,23,75,90,125,138,151,147
Borrowings,26,20,20,20,16,0,0,0,0,0,8
  └─ Long term Borrowings,4.91,3.11,5.19,6.82,3.54,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Short term Borrowings,18.42,14.62,11.90,10.46,8.74,0.30,0.00,0.00,0.00,0.03,8.19
  └─ Other Borrowings,3.01,1.80,2.66,2.82,3.28,0.00,0.00,0.00,0.00,0.00,
Other Liabilities,15,13,10,10,9,10,10,17,15,17,9
  └─ Trade Payables,7.63,5.55,4.49,3.43,2.04,2.87,2.38,7.56,5.19,8.78,2.67
  └─ Advance from Customers,0.01,0.00,0.00,0.00,0.00,0.08,0.55,0.11,0.14,0.48,
  └─ Other liability items,7.21,7.35,5.98,6.62,6.60,6.55,7.43,8.89,9.23,7.55,6.08
Total Liabilities,75,66,65,63,57,95,111,151,163,178,174
Fixed Assets,35,33,32,29,27,22,38,40,65,64,65
  └─ Land,2.68,2.68,2.68,2.68,2.68,2.27,13.75,14.39,14.48,14.49,
  └─ Building,3.22,3.22,3.24,3.25,3.25,4.78,10.36,10.95,12.08,12.13,
  └─ Plant Machinery,53.51,54.71,40.37,40.44,40.44,19.95,20.86,22.27,44.96,45.73,
  └─ Equipments,0.51,0.51,0.54,0.55,0.57,1.50,1.95,2.38,3.29,3.54,
  └─ Computers,0.00,0.00,0.62,0.63,0.63,0.55,0.59,0.68,0.80,0.80,
  └─ Furniture n fittings,2.14,2.16,1.72,1.73,1.73,8.28,2.39,2.08,5.44,5.63,
  └─ Vehicles,1.28,1.28,1.34,1.25,1.19,0.67,1.12,1.05,1.09,1.47,
  └─ Wind turbines,0.00,0.00,14.85,14.85,14.85,0.00,0.00,1.41,1.41,1.41,
  └─ Intangible Assets,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03
  └─ Other fixed assets,0.00,-0.01,-0.01,-0.01,-0.02,0.09,0.11,0.12,0.45,0.44,
  └─ Gross Block,63.34,64.55,65.35,65.37,65.32,38.09,51.13,55.33,84.00,85.64,
  └─ Accumulated Depreciation,28.83,31.31,33.84,36.07,37.99,15.63,13.58,15.27,18.61,21.85,
CWIP,1,2,1,1,1,0,2,21,1,2,19
Investments,0,0,0,0,0,6,13,13,16,16,10
Other Assets,39,32,32,32,28,66,58,76,81,96,80
  └─ Inventories,19.05,11.60,12.40,12.09,9.18,12.54,2.30,16.83,17.36,31.67,28.36
  └─ Trade receivables,10.35,10.34,8.07,7.79,7.38,9.43,10.02,22.89,16.70,13.84,5.47
    └─ Receivables over 6m,0.87,0.06,0.06,0.01,0.00,0.00,0.00,0.00,0.00,3.75,
    └─ Receivables under 6m,9.48,10.28,8.01,7.79,7.38,9.51,10.02,22.89,16.70,12.17,
    └─ Prov for Doubtful,0.00,0.00,0.00,0.00,0.00,-0.08,0.00,0.00,0.00,-2.08,
  └─ Cash Equivalents,2.03,2.14,0.96,0.48,0.59,32.61,40.48,26.99,37.90,41.40,32.75
  └─ Loans n Advances,0.00,0.00,0.00,0.00,0.00,1.28,1.16,1.98,2.71,2.22,3.67
  └─ Other asset items,7.37,7.54,10.33,11.75,11.22,10.36,4.49,7.64,6.03,6.84,9.44
Total Assets,75,66,65,63,57,95,111,151,163,178,174
