Metric,Mar 2024,Mar 2025,Mar 2026
Equity Capital,18,18,19
Reserves,61,72,85
Borrowings,35,60,68
  └─ Long term Borrowings,2,9,0
  └─ Short term Borrowings,32,51,68
  └─ Other Borrowings,0,-0,
Other Liabilities,22,40,41
  └─ Non controlling int,0.00,17.39,9.77
  └─ Trade Payables,19.79,16.90,18.43
  └─ Advance from Customers,0.00,0.11,
  └─ Other liability items,2.48,5.57,12.94
Total Liabilities,135,190,213
Fixed Assets,24,53,57
  └─ Building,15.21,0.00,
  └─ Plant Machinery,11.00,0.00,
  └─ Equipments,0.73,0.00,
  └─ Computers,0.94,0.00,
  └─ Furniture n fittings,1.09,0.00,
  └─ Vehicles,0.30,0.00,
  └─ Intangible Assets,0.00,28.85,34.57
  └─ Other fixed assets,0.76,23.83,
  └─ Gross Block,30.03,52.68,
  └─ Accumulated Depreciation,6.45,0.00,
CWIP,2,3,0
Investments,2,3,5
Other Assets,108,131,150
  └─ Inventories,38,39,46
  └─ Trade receivables,41,43,67
    └─ Receivables over 6m,41.39,43.24,
  └─ Cash Equivalents,0,1,1
  └─ Loans n Advances,2,2,16
  └─ Other asset items,27,45,19
Total Assets,135,190,213
