Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,Mar 2014
Equity Capital,24,24,24,24,24,24,24,24,24,24,24,24,
Reserves,2602,3109,3772,4089,4513,4978,5708,6595,6837,7214,7418,8070,
Borrowings,2734,2141,1437,1121,1637,3032,3110,3950,4507,4936,4675,3871,
  └─ Long term Borrowings,1727,1059,511,419,701,1832,2163,2857,3622,3927,3379,2804,
  └─ Short term Borrowings,554,631,635,583,729,1192,939,1073,865,990,1273,1048,
  └─ Lease Liabilities,0,0,0,0,0,8,8,20,20,20,23,19,
  └─ Other Borrowings,453,451,292,119,206,0,0,0,0,0,0,,
Other Liabilities,1646,1670,1838,1936,2029,2099,2613,2589,3224,4095,4213,4671,
  └─ Non controlling int,1,1,2,4,5,6,6,7,7,4,0,0,
  └─ Trade Payables,230,215,256,268,258,343,365,485,639,993,939,1201,
  └─ Advance from Customers,16,17,30,61,57,64,122,194,264,142,115,,
  └─ Other liability items,1400,1438,1550,1603,1710,1686,2120,1903,2315,2956,3158,3470,
Total Liabilities,7006,6944,7071,7169,8203,10132,11455,13157,14592,16270,16329,16636,
Fixed Assets,4882,5026,5211,5323,5400,6049,6978,7773,10195,12053,12344,12986,
  └─ Land,434,506,549,699,810,892,918,971,1007,1459,1458,,
  └─ Building,664,772,813,874,921,1006,1080,1156,1318,1422,1617,,
  └─ Plant Machinery,5630,5846,6045,6181,6305,7014,7932,8841,11422,12834,13340,,
  └─ Equipments,162,158,161,161,174,186,201,218,239,233,237,,
  └─ Furniture n fittings,40,46,47,51,56,65,77,84,96,104,112,,
  └─ Railway sidings,69,115,115,116,116,119,279,316,320,394,395,,
  └─ Vehicles,22,25,26,28,30,34,38,40,42,45,47,,
  └─ Intangible Assets,82,89,14,7,1,0,0,0,0,0,0,416,
  └─ Other fixed assets,106,108,318,340,355,339,359,379,446,825,984,,
  └─ Gross Block,7209,7664,8088,8458,8768,9654,10883,12005,14891,17315,18190,,
  └─ Accumulated Depreciation,2326,2637,2877,3134,3368,3605,3905,4232,4696,5262,5846,,
CWIP,263,147,120,175,853,1840,2355,3034,1987,1378,1386,922,
Investments,358,327,210,240,259,276,307,297,273,319,90,60,
Other Assets,1503,1444,1529,1432,1692,1967,1814,2054,2138,2519,2509,2668,
  └─ Inventories,522,550,577,561,561,647,599,834,884,983,1016,1030,
  └─ Trade receivables,380,472,555,443,490,528,376,351,465,856,730,793,
    └─ Receivables over 6m,24,0,0,0,0,0,0,0,185,82,66,,6
    └─ Receivables under 6m,360,482,565,453,497,534,383,357,286,779,668,,301
    └─ Prov for Doubtful,-3,-10,-10,-10,-7,-7,-7,-6,-6,-5,-4,,-3
  └─ Cash Equivalents,63,91,120,120,95,94,144,178,170,137,209,227,
  └─ Loans n Advances,34,41,49,64,88,67,82,103,110,133,139,98,
  └─ Other asset items,504,290,229,244,458,631,613,587,509,410,415,520,
Total Assets,7006,6944,7071,7169,8203,10132,11455,13157,14592,16270,16329,16636,
