Metric,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,0.14,2,4,14,19
Reserves,3,3,16,30,118
Borrowings,0,8,17,14,4
  └─ Long term Borrowings,0.00,5.02,8.32,6.22,0.02
  └─ Short term Borrowings,0.00,3.23,9.07,7.43,3.86
  └─ Other Borrowings,0.00,0.01,0.00,-0.01,
Other Liabilities,0,1,1,5,7
  └─ Non controlling int,0.00,0.00,0.05,0.09,0.09
  └─ Trade Payables,0.15,0.42,0.00,0.51,1.00
  └─ Advance from Customers,0.22,0.23,0.00,0.00,
  └─ Other liability items,0.02,0.16,1.32,4.67,5.46
Total Liabilities,3,15,38,64,148
Fixed Assets,0,4,22,32,43
  └─ Land,0.00,0.00,0.48,3.72,
  └─ Building,0.00,0.00,3.14,6.20,
  └─ Plant Machinery,0.04,3.99,17.67,23.17,
  └─ Equipments,0.06,0.00,0.05,0.11,
  └─ Computers,0.00,0.02,0.17,0.24,
  └─ Vehicles,0.31,0.50,1.35,1.44,
  └─ Other fixed assets,0.00,0.00,-0.01,-0.01,
  └─ Gross Block,0.41,4.51,22.85,34.87,
  └─ Accumulated Depreciation,0.09,0.41,1.21,2.73,
CWIP,1,4,0,0,38
Investments,0,0,0,2,0
Other Assets,2,7,17,29,66
  └─ Inventories,1.00,0.55,3.54,8.63,5.55
  └─ Trade receivables,0.74,3.23,8.46,10.42,31.88
  └─ Cash Equivalents,0.05,0.98,2.00,0.53,11.86
  └─ Loans n Advances,0.02,1.00,0.13,1.28,1.39
  └─ Other asset items,0.27,0.88,2.73,8.24,15.58
Total Assets,3,15,38,64,148
