Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,Mar 2014
Equity Capital,31,31,31,31,31,31,31,31,31,31,31,31,
Reserves,600,612,865,821,846,834,892,1120,1002,1144,1221,1120,
Borrowings,368,401,675,542,491,267,232,167,89,113,11,3,
  └─ Long term Borrowings,176.76,182.59,422.05,337.79,121.96,69.71,58.23,37.05,35.76,52.42,2.24,2.12,
  └─ Short term Borrowings,177.19,192.59,236.27,187.15,352.24,193.86,160.40,125.04,49.28,59.43,6.73,1.02,
  └─ Lease Liabilities,0.00,0.00,0.00,0.00,0.00,0.00,13.01,5.36,3.66,1.00,1.99,0.00,
  └─ Other Borrowings,13.58,25.84,17.17,17.50,17.11,3.06,0.00,0.01,0.00,-0.01,0.01,,
Other Liabilities,517,486,394,384,418,367,309,215,113,148,72,78,
  └─ Non controlling int,248,180,157,159,163,157,159,54,0,0,0,0,
  └─ Trade Payables,108,85,84,92,89,95,65,71,54,15,32,16,
  └─ Advance from Customers,4,2,5,24,0,2,7,5,5,4,0,,
  └─ Other liability items,157,219,147,109,167,113,78,86,54,129,39,62,
Total Liabilities,1516,1531,1966,1779,1787,1500,1464,1535,1234,1436,1335,1233,
Fixed Assets,726,860,836,752,776,756,716,541,551,338,363,300,
  └─ Land,272,380,215,215,215,223,222,221,221,204,204,,
  └─ Building,67,47,67,74,93,95,104,108,112,54,43,,
  └─ Plant Machinery,271,306,327,332,384,408,411,431,469,107,116,,
  └─ Ships Vessels,177,240,276,266,268,268,342,34,34,0,0,,
  └─ Equipments,68,60,64,64,57,61,61,5,6,2,2,,
  └─ Computers,4,5,4,2,2,2,2,3,2,2,2,,
  └─ Furniture n fittings,13,13,12,10,14,14,15,16,17,7,5,,
  └─ Vehicles,56,50,64,68,78,112,50,45,41,38,41,,
  └─ Intangible Assets,40,29,132,91,89,90,86,86,86,86,86,86,
  └─ Other fixed assets,7,9,10,10,9,14,16,4,4,8,29,,
  └─ Gross Block,976,1139,1173,1133,1211,1286,1311,953,992,507,528,,
  └─ Accumulated Depreciation,250,279,337,381,434,530,595,412,442,169,165,,
CWIP,39,33,10,15,14,29,22,20,23,16,18,17,
Investments,181,195,349,281,329,188,286,505,232,395,599,604,
Other Assets,571,443,771,732,668,528,440,469,429,687,355,313,
  └─ Inventories,121,108,394,357,196,131,118,109,105,38,30,7,
  └─ Trade receivables,214,183,200,203,291,184,146,132,115,37,44,24,
    └─ Receivables over 6m,36.76,25.53,19.24,12.26,0.00,0.00,24.60,13.32,13.41,13.34,7.61,,11.56
    └─ Receivables under 6m,176.80,157.94,195.04,196.04,290.58,187.22,126.28,120.28,104.73,27.60,37.97,,123.30
    └─ Prov for Doubtful,0.00,0.00,-14.08,-4.96,0.00,-3.40,-4.81,-1.68,-2.66,-4.18,-1.44,,0.00
  └─ Cash Equivalents,25,20,28,43,35,84,63,10,17,11,40,15,
  └─ Loans n Advances,70,5,13,15,17,22,9,5,6,7,5,185,
  └─ Other asset items,141,128,136,113,130,107,103,213,186,594,235,82,
Total Assets,1516,1531,1966,1779,1787,1500,1464,1535,1234,1436,1335,1233,
