Metric,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,16,18,22,22
Reserves,43,97,278,308
Borrowings,24,63,115,229
  └─ Long term Borrowings,6,8,22,115
  └─ Short term Borrowings,16,54,78,114
  └─ Other Borrowings,2,1,15,
Other Liabilities,28,58,55,70
  └─ Non controlling int,0.00,0.00,4.73,0.00
  └─ Trade Payables,17.86,41.18,23.24,23.49
  └─ Advance from Customers,0.95,2.05,3.40,
  └─ Other liability items,9.13,15.14,23.51,46.13
Total Liabilities,112,236,470,629
Fixed Assets,24,77,220,271
  └─ Land,0,4,0,
  └─ Building,5,29,33,
  └─ Plant Machinery,16,29,61,
  └─ Equipments,1,0,0,
  └─ Computers,0,1,1,
  └─ Furniture n fittings,2,5,5,
  └─ Vehicles,1,2,5,
  └─ Intangible Assets,0,12,138,156
  └─ Other fixed assets,0,2,3,
  └─ Gross Block,26,83,246,
  └─ Accumulated Depreciation,2,6,26,
CWIP,11,22,13,57
Investments,0,0,4,27
Other Assets,77,137,233,274
  └─ Inventories,29,58,76,86
  └─ Trade receivables,20,29,58,90
  └─ Cash Equivalents,7,3,30,15
  └─ Loans n Advances,2,5,3,63
  └─ Other asset items,19,42,66,20
Total Assets,112,236,470,629
