Metric,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,6,6,6,6,6,6,6,6,6,6,6
Reserves,266,884,1016,1428,1363,1664,1937,2264,2552,2676,2736
Borrowing,0,873,812,70,92,66,115,365,377,388,952
Other Liabilities,6,601,887,509,466,652,872,1342,1487,1347,1402
  └─ Non controlling int,0,386,407,345,319,427,590,822,881,746,764
  └─ Trade Payables,1,149,403,9,4,4,4,5,44,30,48
  └─ Advance from Customers,0,15,18,0,0,0,2,0,6,5,
  └─ Other liability items,6,51,59,155,144,221,276,515,556,566,590
Total Liabilities,279,2364,2721,2013,1927,2388,2930,3976,4422,4416,5096
Fixed Assets,1,583,604,35,55,72,77,78,639,626,596
  └─ Land,0.38,19.86,23.63,2.88,2.91,28.11,29.72,29.78,50.45,58.97,
  └─ Building,1.10,115.29,121.57,0.50,0.50,46.11,45.76,52.23,155.25,138.96,
  └─ Plant Machinery,1.12,610.26,639.07,16.78,24.95,30.06,34.28,37.25,447.99,446.40,
  └─ Equipments,0.00,1.57,2.49,0.41,0.50,0.59,0.64,1.09,3.86,3.85,
  └─ Computers,0.05,0.03,0.03,0.00,0.01,0.00,0.01,0.01,0.01,0.02,
  └─ Furniture n fittings,0.29,2.16,2.29,0.27,1.09,1.10,1.36,2.72,42.25,43.89,
  └─ Vehicles,0.46,3.66,4.22,1.39,2.24,2.25,1.94,3.12,3.29,6.37,
  └─ Intangible Assets,0.00,33.62,42.65,7.64,0.70,7.64,7.64,7.64,7.64,7.64,0.13
  └─ Other fixed assets,-0.02,36.41,41.75,12.82,54.39,12.95,12.97,13.74,13.75,13.77,
  └─ Gross Block,3.38,822.86,877.70,42.69,87.29,128.81,134.32,147.58,724.49,719.87,
  └─ Accumulated Depreciation,2.00,239.55,274.02,7.49,32.46,57.18,57.37,69.57,85.32,93.96,
CWIP,0,58,59,46,46,46,85,540,55,74,819
Investments,265,871,884,1718,1725,2129,2545,2957,3238,3221,3287
Other Assets,13,852,1175,215,102,141,224,402,491,496,394
  └─ Inventories,0,262,421,0,0,1,1,1,27,24,47
  └─ Trade receivables,0,226,318,0,0,0,0,0,4,8,15
  └─ Cash Equivalents,1,108,180,20,32,39,53,276,274,223,119
  └─ Loans n Advances,0,46,4,24,30,10,20,29,54,49,0
  └─ Other asset items,11,210,251,170,39,91,150,97,132,192,213
Total Assets,279,2364,2721,2013,1927,2388,2930,3976,4422,4416,5096
