Metric,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,257,110,110,110,110,110,110,110,110
Reserves,759,992,1361,1824,2306,2831,3470,4097,4755
Borrowings,1345,394,428,529,1035,1422,1557,1834,2255
  └─ Long term Borrowings,1234,346,298,308,352,268,883,1540,1597
  └─ Short term Borrowings,0,0,57,180,643,1104,589,206,571
  └─ Lease Liabilities,0,0,25,41,40,50,86,88,87
  └─ Preference Capital,0,0,0,0,0,0,0,0,0
  └─ Other Borrowings,110,48,48,-0,0,0,0,0,0
Other Liabilities,442,552,577,741,964,1282,1454,1624,2428
  └─ Trade Payables,137,104,83,116,166,307,330,314,374
  └─ Advance from Customers,2,1,1,0,7,12,14,21,39
  └─ Other liability items,303,447,494,625,792,964,1110,1289,2016
Total Liabilities,2803,2048,2476,3204,4415,5645,6592,7665,9549
Fixed Assets,897,980,1198,1379,1733,2335,3174,3651,4314
  └─ Land,60,60,109,139,145,174,186,192,194
  └─ Building,54,56,67,94,108,192,247,273,315
  └─ Plant Machinery,898,1040,1239,1418,1828,2419,3218,3839,4664
  └─ Equipments,4,5,5,6,7,11,23,25,26
  └─ Computers,6,7,12,15,18,21,34,44,45
  └─ Furniture n fittings,9,9,9,9,9,12,13,12,12
  └─ Vehicles,0,1,0,0,0,0,0,0,0
  └─ Intangible Assets,25,25,25,25,25,25,25,25,25
  └─ Other fixed assets,8,10,16,22,23,25,128,142,166
  └─ Gross Block,1065,1214,1483,1728,2163,2878,3875,4553,5449
  └─ Accumulated Depreciation,168,234,285,348,430,544,701,902,1134
CWIP,102,190,342,696,1171,1619,1502,1872,2001
Investments,180,176,282,417,634,682,706,811,1690
Other Assets,1624,701,655,711,878,1010,1209,1331,1544
  └─ Inventories,42,44,41,52,77,91,99,116,111
  └─ Trade receivables,141,83,61,104,187,316,410,424,419
    └─ Receivables over 6m,0,0,0,0,0,0,24,33,49
    └─ Receivables under 6m,142,84,62,104,188,320,392,401,383
    └─ Prov for Doubtful,-0,-1,-1,-0,-2,-4,-6,-10,-13
  └─ Cash Equivalents,24,160,89,11,34,372,456,469,505
  └─ Loans n Advances,359,360,332,23,24,66,34,56,51
  └─ Other asset items,1057,55,131,521,556,165,210,266,458
Total Assets,2803,2048,2476,3204,4415,5645,6592,7665,9549
