Metric,Mar 2025,Mar 2026
Equity Capital,2.62,63.52
Reserves,-6.66,-3.22
Borrowings,3.88,16.07
  └─ Long term Borrowings,1.99,6.94
  └─ Short term Borrowings,1.89,9.13
Other Liabilities,1.32,49.57
  └─ Trade Payables,0.82,26.53
  └─ Other liability items,0.50,23.04
Total Liabilities,1.16,125.94
Fixed Assets,0.77,60.48
  └─ Intangible Assets,0,59
CWIP,0.05,0.05
Investments,0.00,3.95
Other Assets,0.34,61.46
  └─ Inventories,0.22,13.92
  └─ Trade receivables,0.00,33.21
  └─ Cash Equivalents,0.00,4.90
  └─ Loans n Advances,0.00,1.00
  └─ Other asset items,0.12,8.43
Total Assets,1.16,125.94
