Metric,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024
Equity Capital,6,6,6,6,6,6,6,6,6
Reserves,255,276,289,309,313,322,327,345,380
Borrowings,0,0,1,2,3,2,0,1,0
  └─ Long term Borrowings,0.00,0.00,0.62,1.26,1.10,0.65,0.00,0.00,0.00
  └─ Short term Borrowings,0.00,0.00,0.00,0.00,0.00,0.18,0.00,0.00,0.00
  └─ Lease Liabilities,0.00,0.00,0.00,0.00,1.26,0.86,0.40,0.64,0.41
  └─ Other Borrowings,0.00,0.00,0.00,0.37,0.16,0.00,0.00,0.00,0.00
Other Liabilities,40,32,43,37,32,41,32,37,64
  └─ Trade Payables,22.88,13.84,24.41,19.88,17.05,19.35,16.93,18.33,27.19
  └─ Advance from Customers,0.25,0.36,1.46,0.15,0.66,1.83,4.57,4.97,23.16
  └─ Other liability items,17.10,18.08,16.91,17.02,14.29,19.48,10.80,14.11,13.44
Total Liabilities,301,314,338,353,353,370,366,389,450
Fixed Assets,65,68,77,74,78,87,81,76,73
  └─ Land,32,32,39,39,30,31,31,31,31
  └─ Building,16,16,20,20,20,20,20,21,21
  └─ Plant Machinery,31,29,29,30,30,31,32,32,25
  └─ Equipments,8,12,14,14,16,17,15,15,15
  └─ Furniture n fittings,4,4,4,4,4,5,5,5,5
  └─ Vehicles,3,2,3,4,4,4,4,3,3
  └─ Intangible Assets,3,3,3,3,7,19,19,20,23
  └─ Other fixed assets,5,9,9,9,20,20,20,20,19
  └─ Gross Block,101,107,120,123,132,148,147,148,144
  └─ Accumulated Depreciation,36,39,44,48,54,61,66,72,70
CWIP,0,0,1,9,11,0,0,1,0
Investments,130,146,145,152,156,158,157,166,180
Other Assets,106,100,115,117,109,125,128,146,197
  └─ Inventories,38,34,39,40,53,37,71,79,86
  └─ Trade receivables,52,49,60,61,31,61,39,53,94
  └─ Cash Equivalents,2,2,4,4,7,10,3,3,8
  └─ Loans n Advances,2,4,2,1,3,10,13,5,4
  └─ Other asset items,13,10,10,12,15,7,2,6,6
Total Assets,301,314,338,353,353,370,366,389,450
