Metric,Mar 2024,Mar 2025,Mar 2026
Equity Capital,1.01,7.64,10.40
Reserves,11.28,10.12,26.65
Borrowings,11.83,13.15,13.98
  └─ Long term Borrowings,2.91,1.85,2.39
  └─ Short term Borrowings,8.93,11.30,11.59
  └─ Other Borrowings,-0.01,0.00,
Other Liabilities,9.32,4.66,9.16
  └─ Non controlling int,-0.47,-1.79,-3.17
  └─ Trade Payables,5.52,4.11,8.02
  └─ Advance from Customers,1.50,0.31,
  └─ Other liability items,2.77,2.03,4.31
Total Liabilities,33.44,35.57,60.19
Fixed Assets,11.37,11.23,10.26
  └─ Land,0.25,0.76,
  └─ Building,1.99,2.02,
  └─ Plant Machinery,11.73,12.62,
  └─ Equipments,2.31,2.33,
  └─ Computers,0.12,0.15,
  └─ Furniture n fittings,1.08,1.10,
  └─ Vehicles,0.10,0.12,
  └─ Intangible Assets,0.59,0.59,0.59
  └─ Other fixed assets,0.00,0.02,
  └─ Gross Block,18.17,19.71,
  └─ Accumulated Depreciation,6.80,8.48,
CWIP,0.00,0.52,12.59
Investments,0.00,0.00,0.00
Other Assets,22.07,23.82,37.34
  └─ Inventories,6.98,8.75,10.01
  └─ Trade receivables,10.03,5.59,9.67
  └─ Cash Equivalents,0.17,2.74,6.84
  └─ Loans n Advances,1.11,1.56,8.11
  └─ Other asset items,3.78,5.18,2.71
Total Assets,33.44,35.57,60.19
