Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,Mar 2014
Equity Capital,5,5,5,6,6,6,6,8,8,8,8,9,
Reserves,41,9,22,138,141,88,105,120,80,-43,-169,-257,
Borrowings,919,1195,1556,2026,2557,2454,1671,1528,1587,1916,1905,2002,
  └─ Long term Borrowings,724,684,953,973,719,793,226,218,867,866,944,766,
  └─ Short term Borrowings,70,226,251,566,1200,1390,1446,1308,720,1049,960,1235,
  └─ Lease Liabilities,0,0,0,0,0,0,0,1,1,2,1,1,
  └─ Other Borrowings,125,286,352,487,638,271,0,0,0,0,0,,
Other Liabilities,526,497,563,569,689,427,186,212,299,393,432,547,
  └─ Non controlling int,0,0,0,0,0,0,0,0,0,0,0,0,
  └─ Trade Payables,28,23,19,11,10,20,17,5,3,5,3,5,
  └─ Advance from Customers,455,398,440,492,510,38,75,112,216,274,297,,
  └─ Other liability items,42,77,104,66,169,368,94,95,81,113,132,542,
Total Liabilities,1490,1707,2145,2739,3393,2974,1968,1867,1974,2274,2176,2302,
Fixed Assets,11,13,59,71,72,58,52,50,49,36,36,33,
  └─ Land,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.00,,
  └─ Building,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.86,2.17,2.17,,
  └─ Plant Machinery,0.52,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.00,0.00,,
  └─ Equipments,0.20,0.08,0.08,0.16,0.16,0.16,0.16,0.16,0.18,0.12,0.19,,
  └─ Computers,0.38,0.28,0.30,0.38,0.47,0.51,0.56,0.68,0.76,0.81,0.91,,
  └─ Furniture n fittings,1.03,1.52,1.53,1.58,1.59,1.59,1.59,1.61,1.68,1.30,1.33,,
  └─ Vehicles,0.78,0.82,0.82,1.00,0.75,0.75,0.62,0.40,0.94,0.94,1.41,,
  └─ Intangible Assets,9.33,11.65,11.65,11.65,11.65,19.14,19.14,25.17,25.17,25.17,25.17,25.85,
  └─ Other fixed assets,0.26,0.36,46.25,58.25,60.69,40.66,34.59,26.94,24.81,10.90,11.22,,
  └─ Gross Block,12.55,14.77,60.69,73.08,75.37,62.87,56.72,55.02,55.46,41.46,42.40,,
  └─ Accumulated Depreciation,1.94,1.83,2.18,2.37,2.88,4.52,4.26,5.18,6.39,5.28,6.61,,
CWIP,0,0,0,0,0,0,0,0,0,0,0,0,
Investments,192,175,92,178,195,265,90,104,105,122,132,152,
Other Assets,1288,1519,1995,2490,3125,2650,1826,1714,1819,2115,2008,2116,
  └─ Inventories,710,670,901,1232,1521,843,839,832,908,937,1013,1280,
  └─ Trade receivables,0,0,0,0,15,71,38,14,13,12,10,7,
    └─ Receivables over 6m,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.18,11.62,9.93,,0.00
    └─ Receivables under 6m,0.00,0.50,0.00,0.00,15.09,71.25,38.41,13.78,0.44,0.18,0.08,,0.00
  └─ Cash Equivalents,10,14,13,11,13,17,15,11,18,24,7,13,
  └─ Loans n Advances,419,699,782,924,1178,1348,472,295,316,530,338,88,
  └─ Other asset items,148,136,298,322,398,372,462,562,565,611,641,727,
Total Assets,1490,1707,2145,2739,3393,2974,1968,1867,1974,2274,2176,2302,
