Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018
Equity Capital,5.72,5.72,5.72,5.72,5.72
Reserves,9.65,9.72,9.85,9.95,10.01
Borrowing,13.52,3.73,0.00,0.00,0.00
Other Liabilities,3.83,1.76,0.78,5.88,2.50
  └─ Trade Payables,0.00,0.33,0.00,0.00,0.00
  └─ Advance from Customers,0.03,1.30,0.59,5.70,2.35
  └─ Other liability items,3.80,0.13,0.19,0.18,0.15
Total Liabilities,32.72,20.93,16.35,21.55,18.23
Fixed Assets,0.00,0.00,0.00,0.00,0.01
  └─ Equipments,0.01,0.01,0.01,0.03,0.03
  └─ Computers,0.01,0.01,0.01,0.00,0.00
  └─ Other fixed assets,0.00,0.00,0.01,0.00,0.00
  └─ Gross Block,0.02,0.02,0.03,0.03,0.03
  └─ Accumulated Depreciation,0.02,0.02,0.02,0.02,0.03
CWIP,0.00,0.00,0.00,0.00,0.00
Investments,0.00,0.00,0.00,0.00,0.00
Other Assets,32.72,20.93,16.35,21.55,18.22
  └─ Inventories,3.71,4.52,4.34,9.55,4.09
  └─ Cash Equivalents,0.12,0.53,0.30,0.28,0.46
  └─ Loans n Advances,-0.00,14.29,-0.00,0.18,0.10
  └─ Other asset items,28.89,1.59,11.71,11.54,13.57
Total Assets,32.72,20.93,16.35,21.55,18.23
