Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,Mar 2014
Equity Capital,13,13,13,13,13,13,13,13,13,13,13,13,
Reserves,1079,1193,804,976,1040,946,943,1049,1111,537,559,710,
Borrowings,220,141,206,52,45,14,52,114,58,74,26,30,
  └─ Long term Borrowings,38.76,39.10,11.97,2.67,1.21,0.15,0.07,0.02,0.00,0.00,0.00,0.00,
  └─ Short term Borrowings,168.00,80.25,176.36,35.97,34.19,12.94,51.92,113.57,58.06,74.15,25.88,30.37,
  └─ Lease Liabilities,0.00,0.00,0.00,0.00,0.00,0.44,0.38,0.30,0.20,0.08,0.00,0.00,
  └─ Other Borrowings,13.04,21.63,18.01,13.54,9.34,0.15,-0.02,-0.02,-0.01,0.00,0.00,,
Other Liabilities,99,94,243,152,171,155,164,198,211,97,116,109,
  └─ Non controlling int,10.28,10.78,11.35,12.57,14.49,16.95,21.90,25.05,26.02,29.14,23.14,23.75,
  └─ Trade Payables,52.25,53.05,178.00,62.69,85.63,74.97,59.29,34.07,35.36,21.80,51.63,40.01,
  └─ Advance from Customers,0.00,0.00,5.78,10.48,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
  └─ Other liability items,36.96,30.03,47.51,66.06,71.12,63.28,82.74,138.93,149.26,46.19,40.79,45.06,
Total Liabilities,1412,1441,1266,1194,1269,1128,1172,1374,1393,722,714,862,
Fixed Assets,363,346,249,310,265,209,173,141,129,48,48,54,
  └─ Land,11.87,11.87,7.66,7.67,13.39,11.45,10.77,10.27,10.10,5.52,5.20,,
  └─ Building,37.85,40.27,47.47,48.18,45.43,43.29,40.75,38.67,39.13,21.44,26.68,,
  └─ Plant Machinery,723.22,762.18,228.83,280.10,275.88,264.31,228.54,222.93,230.25,180.42,180.33,,
  └─ Equipments,3.41,3.56,0.59,0.86,0.88,0.28,0.32,0.32,0.35,0.44,0.49,,
  └─ Computers,2.23,2.24,0.16,0.18,0.20,0.21,0.28,0.27,0.28,0.29,0.30,,
  └─ Furniture n fittings,9.35,9.36,3.38,3.74,3.68,4.20,4.16,4.17,4.20,3.77,3.84,,
  └─ Vehicles,20.27,19.78,2.61,5.05,5.08,5.64,5.65,6.01,6.54,5.81,5.82,,
  └─ Intangible Assets,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,
  └─ Other fixed assets,2.19,2.18,0.34,0.34,0.34,0.33,0.31,0.34,0.34,0.34,0.34,,
  └─ Gross Block,810.39,851.44,291.04,346.12,344.88,329.71,290.78,282.98,291.19,218.03,223.00,,
  └─ Accumulated Depreciation,447.11,505.37,41.81,36.29,80.02,120.36,117.36,141.84,162.42,169.82,175.00,,
CWIP,111,161,19,10,4,4,3,4,3,0,6,51,
Investments,3,5,24,346,415,238,583,630,671,426,111,175,
Other Assets,934,929,973,528,585,677,413,598,591,248,549,582,
  └─ Inventories,355,195,133,140,179,159,129,152,70,67,95,66,
  └─ Trade receivables,91,79,184,68,98,71,59,86,143,50,66,70,
    └─ Receivables over 6m,4,5,0,0,0,0,12,5,7,52,67,,8
    └─ Receivables under 6m,87,74,184,73,101,75,51,82,141,0,0,,92
    └─ Prov for Doubtful,0,0,0,-5,-3,-4,-4,0,-4,-2,-1,,0
  └─ Cash Equivalents,23,105,354,144,120,167,120,258,280,85,249,263,
  └─ Loans n Advances,6,5,203,61,77,182,54,36,69,24,133,1,
  └─ Other asset items,458,545,98,115,111,97,51,66,30,22,7,182,
Total Assets,1412,1441,1266,1194,1269,1128,1172,1374,1393,722,714,862,
