Metric,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,4.11,10.28,10.85,10.85,10.85,10.87,10.92
Reserves,23.92,19.75,26.66,29.25,28.87,20.64,28.63
Borrowings,11.44,11.69,18.50,16.71,25.91,34.73,40.81
  └─ Long term Borrowings,7.45,5.87,7.43,4.94,10.91,11.67,13.04
  └─ Short term Borrowings,1.79,1.68,8.92,10.09,13.87,22.58,26.32
  └─ Lease Liabilities,0.00,1.11,2.14,1.68,1.13,0.48,1.45
  └─ Other Borrowings,2.20,3.03,0.01,0.00,0.00,0.00,
Other Liabilities,7.30,4.64,8.04,8.39,11.80,15.92,20.35
  └─ Non controlling int,0.00,0.00,0.00,0.00,0.04,0.07,3.02
  └─ Trade Payables,3.20,2.49,3.66,3.15,3.93,5.45,7.99
  └─ Advance from Customers,0.01,0.05,0.19,0.07,2.27,3.40,
  └─ Other liability items,4.09,2.10,4.19,5.17,5.56,7.00,9.34
Total Liabilities,46.77,46.36,64.05,65.20,77.43,82.16,100.71
Fixed Assets,4.02,5.09,6.77,10.68,15.39,15.86,27.72
  └─ Land,0.15,0.15,0.65,0.65,0.65,0.65,
  └─ Building,1.84,1.84,1.84,2.27,2.27,2.27,
  └─ Plant Machinery,1.96,2.16,2.46,3.08,5.08,5.08,
  └─ Equipments,0.39,0.51,1.32,1.30,1.30,1.31,
  └─ Computers,0.24,0.28,0.50,0.31,0.50,0.53,
  └─ Furniture n fittings,0.18,0.29,0.45,0.43,0.48,0.55,
  └─ Vehicles,0.46,0.50,0.60,0.60,0.60,1.25,
  └─ Intangible Assets,0.11,0.11,0.43,0.43,0.43,0.11,0.07
  └─ Other fixed assets,0.14,1.29,2.51,5.95,10.05,11.87,
  └─ Gross Block,5.47,7.13,10.76,15.02,21.36,23.62,
  └─ Accumulated Depreciation,1.45,2.05,4.00,4.34,5.98,7.77,
CWIP,0.00,0.00,2.42,3.43,6.51,7.64,0.48
Investments,0.00,0.02,0.05,0.06,0.02,0.04,0.07
Other Assets,42.75,41.25,54.81,51.03,55.51,58.62,72.44
  └─ Inventories,3.76,8.03,8.39,8.72,8.26,5.82,6.12
  └─ Trade receivables,14.97,11.68,20.36,22.93,22.96,27.80,29.15
    └─ Receivables over 6m,0.39,1.32,0.00,3.50,1.67,1.47,
    └─ Receivables under 6m,14.58,10.36,20.36,19.43,21.35,26.45,
    └─ Prov for Doubtful,0.00,0.00,0.00,0.00,-0.06,-0.13,
  └─ Cash Equivalents,4.33,6.48,4.28,2.59,2.69,4.65,11.01
  └─ Loans n Advances,1.16,1.99,2.96,1.91,2.31,3.37,4.57
  └─ Other asset items,18.53,13.07,18.82,14.88,19.29,16.98,21.59
Total Assets,46.77,46.36,64.05,65.20,77.43,82.16,100.71
