Metric,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,25,25,25,25,25,25,25,25,25,25
Reserves,35,48,91,120,148,169,173,185,203,223
Borrowings,30,25,22,25,35,93,101,88,72,87
  └─ Long term Borrowings,16.27,20.83,16.42,17.34,19.15,60.25,67.61,57.77,39.48,36.87
  └─ Short term Borrowings,10.24,0.00,2.17,0.47,7.90,17.70,13.57,7.31,7.56,49.62
  └─ Lease Liabilities,0.00,0.00,0.00,0.00,0.48,0.39,0.28,0.15,0.03,0.04
  └─ Preference Capital,0.00,2.80,2.80,2.80,2.80,0.00,0.00,0.00,0.00,0.00
  └─ Other Borrowings,3.42,1.11,0.31,4.31,4.75,15.06,19.68,22.48,24.70,
Other Liabilities,59,59,51,42,55,97,102,80,81,111
  └─ Trade Payables,36,33,25,17,29,70,82,65,61,67
  └─ Other liability items,24,27,26,25,26,27,19,15,20,44
Total Liabilities,149,157,188,212,264,384,401,377,380,446
Fixed Assets,83,88,99,102,108,174,230,238,234,220
  └─ Land,21.88,21.42,21.42,21.42,21.39,21.36,21.36,21.36,21.36,
  └─ Building,18.15,19.61,20.53,20.54,20.55,24.78,49.76,50.01,53.33,
  └─ Plant Machinery,37.61,43.90,58.27,66.29,78.18,147.86,193.39,217.02,221.39,
  └─ Equipments,0.41,0.80,0.87,0.95,1.11,0.75,1.05,1.15,0.73,
  └─ Computers,0.43,0.46,0.55,0.77,0.94,0.61,1.17,1.33,0.94,
  └─ Furniture n fittings,0.39,0.73,0.77,0.80,0.86,1.01,1.18,1.25,0.73,
  └─ Vehicles,1.01,0.95,0.95,1.39,1.66,1.70,1.70,1.70,1.88,
  └─ Intangible Assets,14.65,14.65,14.65,14.65,14.65,14.65,14.65,14.65,19.09,19.38
  └─ Other fixed assets,0.52,0.55,0.71,0.78,0.30,1.87,1.62,1.70,1.70,
  └─ Gross Block,95.05,103.07,118.72,127.59,139.64,214.59,285.88,310.17,321.15,
  └─ Accumulated Depreciation,11.62,15.55,20.06,26.06,31.37,40.53,56.13,71.85,87.04,
CWIP,3,3,1,9,38,63,11,6,0,5
Investments,2,4,3,3,0,0,0,0,0,1
Other Assets,61,63,86,99,117,147,160,133,146,220
  └─ Inventories,17,21,25,28,37,42,53,44,43,92
  └─ Trade receivables,21,22,30,25,32,50,52,46,74,96
  └─ Cash Equivalents,5,5,5,9,5,3,2,4,6,4
  └─ Loans n Advances,2,2,10,22,0,3,5,4,6,0
  └─ Other asset items,16,14,16,15,42,49,47,35,16,28
Total Assets,149,157,188,212,264,384,401,377,380,446
