Metric,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,4,4,4,4,4,4,4,4,4,4,4
Reserves,172,198,209,219,211,238,236,228,232,434,299
Borrowings,58,49,65,113,121,123,124,132,140,53,34
  └─ Long term Borrowings,30.82,10.73,10.83,39.81,34.47,35.86,37.48,28.89,49.20,22.98,0.18
  └─ Short term Borrowings,27.44,36.78,34.27,52.58,70.60,87.35,86.24,102.80,90.59,29.88,34.21
  └─ Lease Liabilities,0.00,0.00,0.00,0.00,0.00,0.10,0.12,0.12,0.27,0.27,0.00
  └─ Other Borrowings,0.00,1.69,20.02,20.34,16.35,-0.01,0.01,0.00,0.00,0.00,
Other Liabilities,77,78,152,146,161,148,147,151,223,230,94
  └─ Non controlling int,-3,5,14,22,31,31,35,30,37,33,5
  └─ Trade Payables,18,26,57,56,69,63,59,69,73,65,38
  └─ Advance from Customers,0,10,39,21,21,4,2,0,0,0,
  └─ Other liability items,62,37,42,46,39,50,50,51,113,133,51
Total Liabilities,311,329,431,481,496,513,511,515,599,721,431
Fixed Assets,134,158,163,182,188,182,215,226,254,223,170
  └─ Land,3.10,3.63,3.63,3.63,3.85,6.20,30.81,31.96,31.96,36.50,
  └─ Building,33.20,36.50,22.20,37.09,42.92,44.54,49.42,52.22,57.16,58.82,
  └─ Plant Machinery,171.18,184.54,90.63,100.64,108.92,112.02,123.63,129.22,127.73,142.40,
  └─ Equipments,2.36,2.73,1.31,1.26,1.40,1.45,1.59,1.67,1.95,2.03,
  └─ Computers,4.83,5.15,0.62,0.91,1.37,1.77,2.03,2.85,3.21,3.23,
  └─ Furniture n fittings,5.67,6.25,3.38,3.71,3.94,4.02,5.28,5.59,8.71,9.08,
  └─ Vehicles,2.55,3.62,1.36,1.54,2.35,2.61,3.99,6.85,7.03,11.41,
  └─ Intangible Assets,37.48,49.41,49.41,49.41,49.41,49.41,49.41,49.41,49.41,0.00,15.65
  └─ Other fixed assets,7.40,8.13,5.92,7.41,10.18,8.38,8.43,15.51,32.16,33.83,
  └─ Gross Block,267.77,299.96,178.46,205.60,224.34,230.40,274.59,295.28,319.32,297.30,
  └─ Accumulated Depreciation,134.22,141.90,15.85,24.02,35.94,48.57,59.11,69.37,65.38,74.07,
CWIP,1,2,14,5,1,1,2,4,2,4,6
Investments,0,0,0,0,0,0,0,0,0,96,61
Other Assets,177,169,254,295,307,330,294,284,343,398,193
  └─ Inventories,45,52,49,62,88,87,116,88,97,117,61
  └─ Trade receivables,80,85,125,137,116,151,95,126,133,90,58
    └─ Receivables over 6m,12,0,0,0,0,0,6,9,3,10,
    └─ Receivables under 6m,68,85,126,137,116,151,90,118,129,81,
    └─ Prov for Doubtful,0,-0,-0,-0,-0,-0,-1,-1,0,-1,
  └─ Cash Equivalents,36,13,51,51,55,44,32,23,32,48,6
  └─ Loans n Advances,1,4,4,5,29,4,6,7,7,9,12
  └─ Other asset items,15,16,25,40,19,43,45,41,74,133,56
Total Assets,311,329,431,481,496,513,511,515,599,721,431
