Metric,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,10,11,11,11,11,16,16,16
Reserves,224,202,112,90,158,732,768,815
Borrowings,116,151,61,63,178,85,78,103
  └─ Long term Borrowings,2,1,0,0,24,11,2,1
  └─ Short term Borrowings,97,98,13,35,129,52,53,70
  └─ Lease Liabilities,16,52,48,27,25,22,24,31
  └─ Other Borrowings,0,0,0,0,-0,0,0,
Other Liabilities,854,511,376,383,333,384,459,403
  └─ Trade Payables,440,144,100,147,139,173,227,215
  └─ Advance from Customers,68,76,52,52,52,61,103,
  └─ Other liability items,345,291,224,184,143,150,130,188
Total Liabilities,1204,874,561,547,681,1217,1321,1336
Fixed Assets,285,236,146,112,115,123,273,304
  └─ Building,19,50,43,23,19,19,21,
  └─ Equipments,3,3,2,2,1,2,2,
  └─ Computers,23,23,23,22,22,23,26,
  └─ Furniture n fittings,1,1,0,0,0,0,0,
  └─ Vehicles,9,7,5,5,7,9,9,
  └─ Intangible Assets,165,165,165,165,165,165,269,265
  └─ Other fixed assets,175,199,207,213,227,251,315,
  └─ Gross Block,395,447,444,429,441,468,641,
  └─ Accumulated Depreciation,110,211,298,317,326,345,367,
CWIP,8,3,2,4,4,8,10,0
Investments,0,0,0,0,0,0,0,0
Other Assets,911,636,413,431,562,1086,1038,1032
  └─ Trade receivables,482,245,97,194,288,450,545,535
    └─ Receivables over 6m,0,0,0,0,0,103,111,
    └─ Receivables under 6m,521,291,152,223,333,386,478,
    └─ Prov for Doubtful,-39,-46,-55,-29,-45,-40,-43,
  └─ Cash Equivalents,135,129,147,128,102,402,99,91
  └─ Loans n Advances,82,79,52,45,79,133,189,13
  └─ Other asset items,211,183,117,64,93,100,205,392
Total Assets,1204,874,561,547,681,1217,1321,1336
