Metric,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,2,6,6,13,13,13,13,13,13,13,13
Reserves,22,309,325,333,338,339,338,340,342,347,350
Borrowings,18,46,41,57,72,70,77,79,78,80,68
  └─ Long term Borrowings,2,9,7,4,5,9,11,7,4,1,2
  └─ Short term Borrowings,15,35,31,51,64,58,64,70,72,75,63
  └─ Lease Liabilities,0,0,0,0,0,3,3,2,1,4,2
  └─ Other Borrowings,1,2,3,2,3,-0,-0,0,0,0,
Other Liabilities,18,120,119,95,101,105,108,98,100,102,97
  └─ Trade Payables,13,34,32,8,13,17,19,15,14,16,15
  └─ Advance from Customers,0,1,0,0,0,0,0,0,0,0,
  └─ Other liability items,4,86,86,87,88,87,88,84,86,86,83
Total Liabilities,60,482,490,497,523,527,536,530,533,541,528
Fixed Assets,13,374,379,382,386,390,387,385,382,385,386
  └─ Land,1.96,357.38,359.96,359.96,359.99,359.99,359.99,359.99,359.99,359.99,
  └─ Building,1.97,1.69,2.37,3.34,9.60,11.59,12.04,12.07,12.23,15.23,
  └─ Plant Machinery,4.91,7.33,7.83,8.92,9.08,11.47,11.67,11.74,11.68,12.10,
  └─ Equipments,8.23,6.94,1.80,2.30,3.14,4.05,4.24,4.30,4.41,4.56,
  └─ Computers,0.46,0.14,0.19,0.23,0.29,0.15,0.19,0.22,0.18,0.24,
  └─ Furniture n fittings,2.37,1.88,9.05,10.80,11.44,12.87,13.17,13.17,13.33,14.20,
  └─ Vehicles,2.00,0.87,2.06,4.02,3.81,3.93,3.93,3.36,3.10,3.57,
  └─ Other fixed assets,0.00,0.01,0.00,0.00,0.01,0.01,0.00,0.02,-0.02,0.01,
  └─ Gross Block,21.90,376.24,383.26,389.57,397.36,404.06,405.23,404.87,404.90,409.90,
  └─ Accumulated Depreciation,8.88,2.01,4.66,7.81,11.29,14.21,18.07,19.79,22.53,25.35,
CWIP,0,1,2,2,10,0,0,0,0,0,0
Investments,0,3,6,5,5,7,7,8,9,10,11
Other Assets,46,104,104,108,122,129,141,137,142,147,131
  └─ Inventories,18.71,46.22,49.81,47.32,49.16,58.17,61.29,61.92,67.30,69.27,49.45
  └─ Trade receivables,17.50,40.55,36.59,37.34,50.78,42.75,50.71,44.08,49.65,48.17,46.59
  └─ Cash Equivalents,3.94,3.16,7.82,5.42,0.63,1.61,0.52,4.31,1.89,2.61,1.12
  └─ Loans n Advances,1.76,4.26,1.05,10.08,13.83,16.48,19.61,18.00,13.92,17.93,0.93
  └─ Other asset items,4.56,9.61,8.62,8.22,7.57,10.48,8.96,8.91,9.05,8.72,33.15
Total Assets,60,482,490,497,523,527,536,530,533,541,528
