Metric,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,3.51,3.51,10.53,14.32
Reserves,19.35,24.76,24.69,43.25
Borrowings,18.63,18.36,12.07,7.00
  └─ Long term Borrowings,5.02,2.75,1.71,0.45
  └─ Short term Borrowings,13.61,15.61,10.36,6.55
Other Liabilities,28.18,26.20,38.41,5.20
  └─ Trade Payables,22.25,21.99,30.21,3.77
  └─ Advance from Customers,0.75,0.76,0.93,
  └─ Other liability items,5.18,3.45,7.27,1.43
Total Liabilities,69.67,72.83,85.70,69.77
Fixed Assets,3.65,3.55,2.91,1.59
  └─ Building,1.73,1.73,1.73,
  └─ Equipments,0.16,0.19,0.20,
  └─ Computers,0.25,0.33,0.36,
  └─ Furniture n fittings,0.11,0.11,0.11,
  └─ Vehicles,0.62,1.12,1.12,
  └─ Intangible Assets,2.16,2.16,2.16,0.00
  └─ Other fixed assets,0.01,0.00,0.01,
  └─ Gross Block,5.04,5.64,5.69,
  └─ Accumulated Depreciation,1.38,2.09,2.77,
CWIP,0.00,0.00,0.00,0.00
Investments,0.00,0.00,0.00,0.00
Other Assets,66.02,69.28,82.79,68.18
  └─ Inventories,17.40,11.80,8.27,6.10
  └─ Trade receivables,30.50,39.38,59.94,37.70
    └─ Receivables over 6m,1.72,10.46,11.67,
    └─ Receivables under 6m,28.78,28.91,48.27,
  └─ Cash Equivalents,0.30,0.85,0.31,0.90
  └─ Loans n Advances,2.10,2.94,0.98,2.80
  └─ Other asset items,15.72,14.31,13.29,20.68
Total Assets,69.67,72.83,85.70,69.77
