Metric,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,0.01,0.01,3.88,5.45
Reserves,1.57,5.02,8.80,36.40
Borrowings,0.70,0.48,0.22,0.53
  └─ Long term Borrowings,0.38,0.22,0.11,0.45
  └─ Short term Borrowings,0.32,0.26,0.12,0.08
  └─ Other Borrowings,0.00,0.00,-0.01,
Other Liabilities,1.31,2.59,2.02,1.74
  └─ Trade Payables,0.21,0.45,0.02,0.07
  └─ Other liability items,1.10,2.14,2.00,1.67
Total Liabilities,3.59,8.10,14.92,44.12
Fixed Assets,1.06,1.34,3.11,12.82
  └─ Equipments,0.24,0.26,0.31,
  └─ Computers,2.23,2.88,5.40,
  └─ Furniture n fittings,0.02,0.02,0.02,
  └─ Vehicles,0.04,0.04,0.04,
  └─ Intangible Assets,0.00,0.00,0.00,10.45
  └─ Other fixed assets,0.00,0.00,-0.01,
  └─ Gross Block,2.53,3.20,5.76,
  └─ Accumulated Depreciation,1.47,1.86,2.65,
CWIP,0.00,0.00,0.01,0.00
Investments,0.00,0.10,0.20,0.33
Other Assets,2.53,6.66,11.60,30.97
  └─ Trade receivables,1.27,4.02,5.69,9.11
    └─ Receivables over 6m,0.51,0.50,0.65,
    └─ Receivables under 6m,0.77,3.52,5.04,
    └─ Prov for Doubtful,-0.01,-0.01,-0.01,
  └─ Cash Equivalents,0.28,1.46,4.12,16.53
  └─ Loans n Advances,0.08,0.17,0.21,4.51
  └─ Other asset items,0.90,1.01,1.58,0.82
Total Assets,3.59,8.10,14.92,44.12
