Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,Mar 2014
Equity Capital,10,10,10,10,10,10,10,10,10,10,11,11,
Reserves,327,402,476,526,636,725,798,808,873,957,1040,1182,
Borrowings,160,132,225,118,102,126,122,109,102,100,88,22,
  └─ Long term Borrowings,57.26,38.24,25.58,5.92,32.54,37.24,32.60,23.22,40.69,35.59,19.85,0.00,
  └─ Short term Borrowings,61.04,62.12,187.47,105.66,64.30,66.39,86.15,81.74,57.38,52.21,51.13,2.93,
  └─ Lease Liabilities,0.00,0.00,0.00,0.00,0.00,5.16,3.15,4.43,3.83,12.03,17.13,18.82,
  └─ Other Borrowings,41.24,31.15,12.34,6.37,5.10,17.33,0.00,0.00,0.00,0.01,-0.01,,
Other Liabilities,166,218,311,206,157,168,147,181,171,145,162,278,
  └─ Non controlling int,15,33,66,11,14,15,20,28,34,36,41,39,
  └─ Trade Payables,80,108,98,58,79,90,74,93,86,61,71,104,
  └─ Advance from Customers,7,10,29,106,22,23,16,9,4,7,7,,
  └─ Other liability items,64,66,117,30,42,40,37,52,47,41,43,135,
Total Liabilities,662,762,1023,860,905,1030,1077,1109,1157,1212,1301,1492,
Fixed Assets,234,225,305,143,146,242,234,281,379,370,406,459,
  └─ Land,13.72,14.19,15.06,14.63,14.74,14.45,14.41,42.01,41.98,40.99,42.24,,
  └─ Building,66.87,80.37,72.27,56.98,58.28,108.25,112.28,111.10,149.27,155.73,163.55,,
  └─ Plant Machinery,94.38,114.37,152.23,64.84,71.53,121.35,124.14,152.92,221.27,220.18,265.18,,
  └─ Equipments,2.83,3.22,1.90,1.80,1.99,2.80,3.27,3.79,4.36,5.71,6.44,,
  └─ Computers,5.21,5.60,1.44,1.20,1.72,2.67,2.85,3.29,4.04,4.29,4.92,,
  └─ Furniture n fittings,6.41,7.45,27.04,4.03,5.56,10.77,11.19,12.27,20.31,22.08,25.34,,
  └─ Vehicles,4.21,5.30,7.41,3.36,5.18,6.48,7.52,8.59,8.06,9.36,13.74,,
  └─ Intangible Assets,98.83,68.82,42.43,9.65,9.66,7.71,7.71,7.71,7.71,7.71,7.71,7.93,
  └─ Other fixed assets,1.36,1.42,7.91,7.25,1.93,2.28,2.43,2.43,2.44,2.43,2.64,,
  └─ Gross Block,293.82,300.74,327.69,163.74,170.59,276.76,285.80,344.11,459.44,468.48,531.76,,
  └─ Accumulated Depreciation,59.44,75.48,22.97,20.99,24.93,35.10,51.39,62.66,80.70,98.43,126.12,,
CWIP,0,9,4,0,47,0,2,22,3,8,21,6,
Investments,0,0,0,0,0,0,0,2,8,4,4,5,
Other Assets,428,527,714,717,712,788,840,803,768,830,870,1022,
  └─ Inventories,34,39,49,59,77,77,99,124,103,118,126,151,
  └─ Trade receivables,247,301,254,298,461,548,464,393,385,404,438,517,
    └─ Receivables over 6m,88,104,0,0,0,0,0,58,67,33,51,,82
    └─ Receivables under 6m,160,198,254,299,463,554,473,350,354,407,439,,133
    └─ Prov for Doubtful,0,-1,0,-1,-2,-6,-9,-15,-35,-36,-52,,0
  └─ Cash Equivalents,57,78,150,89,107,103,145,178,103,216,213,167,
  └─ Loans n Advances,50,30,79,129,15,18,24,58,56,23,8,50,
  └─ Other asset items,40,79,181,142,53,42,109,50,120,68,84,137,
Total Assets,662,762,1023,860,905,1030,1077,1109,1157,1212,1301,1492,
