Metric,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,6,6,6,6,7,9,9,10,10
Reserves,48,49,49,56,76,114,194,223,224
Borrowings,0,5,6,10,53,97,109,105,115
  └─ Long term Borrowings,0,0,0,0,34,70,68,56,55
  └─ Short term Borrowings,0,5,6,10,18,26,41,47,60
  └─ Lease Liabilities,0,0,0,1,1,0,0,1,1
  └─ Other Borrowings,0,0,0,0,0,0,0,0,
Other Liabilities,19,14,14,26,29,70,64,81,74
  └─ Non controlling int,0,0,0,0,0,25,25,24,0
  └─ Trade Payables,12,8,7,16,16,27,30,39,55
  └─ Advance from Customers,0,0,1,4,6,2,1,1,
  └─ Other liability items,7,6,6,6,8,15,7,17,19
Total Liabilities,73,75,76,99,165,290,377,419,424
Fixed Assets,22,24,24,38,66,97,103,284,274
  └─ Land,0.83,4.35,4.35,4.35,4.35,4.35,4.35,4.35,
  └─ Building,13.22,13.22,13.24,13.89,17.13,24.58,28.19,96.54,
  └─ Plant Machinery,45.43,46.42,48.85,65.43,84.76,114.58,122.86,242.94,
  └─ Equipments,0.16,0.19,0.19,0.21,0.16,0.16,0.16,0.16,
  └─ Computers,1.12,1.14,1.15,1.16,1.11,1.23,2.06,2.62,
  └─ Furniture n fittings,0.40,0.44,0.45,0.46,0.34,0.43,2.38,1.83,
  └─ Vehicles,0.30,0.30,0.30,0.30,0.52,0.52,0.52,0.52,
  └─ Intangible Assets,0.00,0.03,0.00,0.00,1.93,0.00,0.00,0.00,0.00
  └─ Other fixed assets,0.00,-0.02,1.08,1.12,1.58,3.51,3.50,5.05,
  └─ Gross Block,61.46,66.07,69.61,86.92,111.88,149.36,164.02,354.01,
  └─ Accumulated Depreciation,39.58,41.71,45.80,48.81,45.39,52.59,61.26,70.38,
CWIP,1,2,2,7,20,88,144,0,4
Investments,5,5,6,0,0,0,3,3,3
Other Assets,45,43,45,54,79,105,127,133,143
  └─ Inventories,10,6,7,8,6,10,19,25,26
  └─ Trade receivables,31,32,30,27,26,52,54,62,71
    └─ Receivables over 6m,0,0,0,0,0,0,10,12,
    └─ Receivables under 6m,35,35,33,29,32,59,51,56,
    └─ Prov for Doubtful,-4,-3,-3,-3,-5,-6,-7,-6,
  └─ Cash Equivalents,1,0,1,2,5,7,13,5,5
  └─ Loans n Advances,1,1,1,3,1,5,5,5,4
  └─ Other asset items,2,4,6,14,41,31,36,35,37
Total Assets,73,75,76,99,165,290,377,419,424
