Metric,Mar 2022,Mar 2023,Mar 2024
Equity Capital,30,28,28
Reserves,56,159,226
Borrowings,85,112,128
  └─ Long term Borrowings,58,34,31
  └─ Short term Borrowings,28,77,97
Other Liabilities,37,70,146
  └─ Trade Payables,18,30,96
  └─ Advance from Customers,0,2,1
  └─ Other liability items,19,37,50
Total Liabilities,207,368,528
Fixed Assets,133,196,202
  └─ Land,31,31,32
  └─ Building,39,45,49
  └─ Plant Machinery,71,140,153
  └─ Equipments,0,1,1
  └─ Computers,0,0,0
  └─ Furniture n fittings,9,9,9
  └─ Vehicles,1,3,3
  └─ Other fixed assets,-0,-0,0
  └─ Gross Block,151,230,248
  └─ Accumulated Depreciation,18,34,46
CWIP,3,1,20
Investments,0,0,0
Other Assets,71,172,305
  └─ Inventories,13,27,114
  └─ Trade receivables,40,91,118
  └─ Cash Equivalents,2,7,5
  └─ Loans n Advances,3,3,7
  └─ Other asset items,14,45,61
Total Assets,207,368,528
