Metric,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,8,12,12,12,12
Reserves,-3,34,41,53,88
Borrowings,2,8,18,54,73
  └─ Long term Borrowings,1.42,3.86,12.80,32.27,40.03
  └─ Short term Borrowings,1.03,3.83,5.61,21.76,32.96
  └─ Other Borrowings,0.01,0.00,0.00,0.00,
Other Liabilities,7,9,16,37,63
  └─ Non controlling int,0.00,1.47,1.05,5.19,7.49
  └─ Trade Payables,5.23,4.81,7.54,14.79,38.43
  └─ Advance from Customers,0.36,1.19,4.31,2.94,
  └─ Other liability items,1.01,1.78,2.87,14.13,17.52
Total Liabilities,14,63,87,156,237
Fixed Assets,1,3,21,44,61
  └─ Land,0.00,0.00,0.75,0.75,
  └─ Building,0.00,0.00,1.30,3.88,
  └─ Plant Machinery,0.00,0.00,9.61,27.04,
  └─ Equipments,0.00,0.00,0.36,0.41,
  └─ Computers,0.10,0.15,0.26,0.57,
  └─ Furniture n fittings,0.34,0.34,1.52,8.21,
  └─ Vehicles,0.01,0.27,1.74,2.71,
  └─ Intangible Assets,0.00,3.20,0.00,0.52,18.15
  └─ Other fixed assets,1.78,0.37,7.49,13.31,
  └─ Gross Block,2.23,4.33,23.03,57.40,
  └─ Accumulated Depreciation,0.80,1.17,2.14,13.53,
CWIP,0,5,4,2,18
Investments,0,3,4,11,8
Other Assets,12,51,58,99,150
  └─ Inventories,4,7,13,28,36
  └─ Trade receivables,5,12,13,28,74
    └─ Receivables over 6m,0.43,2.65,2.85,8.02,
    └─ Receivables under 6m,4.54,9.44,10.59,19.67,
  └─ Cash Equivalents,0,14,7,2,4
  └─ Loans n Advances,0,11,9,11,18
  └─ Other asset items,3,7,16,30,18
Total Assets,14,63,87,156,237
