Metric,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,5.43,5.43,5.73,5.73,11.46,14.90,14.90,14.90,18.33
Reserves,8.63,9.79,9.46,11.50,10.10,15.16,17.64,19.40,23.10
Borrowings,5.15,4.08,9.62,8.45,6.73,6.36,24.38,14.55,6.60
  └─ Long term Borrowings,1.95,1.33,2.36,0.00,0.00,0.00,0.00,0.00,6.00
  └─ Short term Borrowings,2.21,1.76,6.31,0.00,0.00,0.00,0.00,0.00,0.60
  └─ Other Borrowings,0.99,0.99,0.95,8.45,6.73,6.36,24.38,14.55,
Other Liabilities,5.63,6.72,8.36,8.97,24.59,18.11,16.25,20.91,18.75
  └─ Non controlling int,2.32,2.57,2.73,3.03,3.45,3.70,4.06,4.34,4.93
  └─ Trade Payables,2.05,2.33,2.73,2.20,2.65,2.62,2.60,2.98,3.11
  └─ Advance from Customers,0.00,0.08,0.03,0.05,16.38,9.55,6.81,10.69,
  └─ Other liability items,1.26,1.74,2.87,3.69,2.11,2.24,2.78,2.90,10.71
Total Liabilities,24.84,26.02,33.17,34.65,52.88,54.53,73.17,69.76,66.78
Fixed Assets,13.67,14.68,15.02,15.38,15.10,16.45,18.36,17.27,18.59
  └─ Land,0.80,0.80,0.80,0.80,0.00,0.00,1.04,0.00,
  └─ Building,7.97,9.48,10.95,10.97,11.77,14.15,14.91,14.98,
  └─ Plant Machinery,4.41,4.81,5.62,5.75,6.56,6.64,7.33,8.25,
  └─ Equipments,0.00,0.00,0.00,0.00,0.14,0.16,0.17,0.19,
  └─ Computers,0.07,0.09,0.91,0.95,0.12,0.13,0.15,0.30,
  └─ Furniture n fittings,0.34,0.37,0.59,1.64,1.79,1.86,2.00,2.00,
  └─ Vehicles,2.01,2.04,2.07,2.17,2.67,1.94,2.16,2.44,
  └─ Intangible Assets,0.00,0.00,0.00,0.00,0.00,0.50,0.50,0.00,0.00
  └─ Other fixed assets,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,
  └─ Gross Block,15.60,17.59,20.94,22.28,23.06,25.39,28.26,28.17,
  └─ Accumulated Depreciation,1.94,2.92,5.92,6.90,7.96,8.94,9.89,10.90,
CWIP,0.00,0.00,0.00,0.00,0.00,0.91,0.91,0.10,0.00
Investments,0.15,0.86,2.96,3.78,6.95,1.05,9.58,9.86,9.83
Other Assets,11.02,10.48,15.19,15.49,30.83,36.12,44.32,42.53,38.36
  └─ Inventories,0.64,0.47,0.44,0.43,0.38,0.90,0.16,0.13,0.43
  └─ Trade receivables,3.21,2.42,2.02,2.69,2.82,3.16,2.85,2.38,2.53
    └─ Receivables over 6m,0.04,0.00,0.00,0.00,0.80,0.81,0.59,0.57,
    └─ Receivables under 6m,3.17,2.42,2.02,2.69,2.02,2.35,2.27,1.81,
  └─ Cash Equivalents,2.00,2.63,0.41,0.07,3.89,0.48,1.03,0.26,0.83
  └─ Loans n Advances,1.66,2.27,0.69,0.90,16.40,25.40,30.43,34.71,29.25
  └─ Other asset items,3.51,2.69,11.63,11.40,7.34,6.18,9.85,5.05,5.32
Total Assets,24.84,26.02,33.17,34.65,52.88,54.53,73.17,69.76,66.78
