Metric,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,18.19,25.01,75.03,124.50
Reserves,6.82,0.74,3.13,-0.56
Borrowings,-0.00,0.30,3.60,1.42
  └─ Long term Borrowings,-0.00,0.16,3.47,1.29
  └─ Short term Borrowings,-0.00,0.04,-0.00,-0.00
  └─ Lease Liabilities,-0.00,0.10,0.13,0.13
Other Liabilities,3.49,2.10,19.88,93.45
  └─ Trade Payables,1,1,18,91
  └─ Advance from Customers,3,0,0,
  └─ Other liability items,0,1,2,3
Total Liabilities,28.50,28.15,101.64,218.81
Fixed Assets,0.09,0.40,0.28,0.76
  └─ Equipments,0.12,0.10,0.10,
  └─ Computers,0.06,0.04,0.05,
  └─ Furniture n fittings,0.22,0.22,0.22,
  └─ Vehicles,0.01,0.27,0.27,
  └─ Other fixed assets,-0.01,0.15,0.14,
  └─ Gross Block,0.40,0.78,0.78,
  └─ Accumulated Depreciation,0.31,0.38,0.50,
CWIP,-0.00,-0.00,-0.00,-0.00
Investments,0.03,6.03,6.03,0.21
Other Assets,28.38,21.72,95.33,217.84
  └─ Inventories,1,0,0,0
  └─ Trade receivables,4,5,54,86
  └─ Cash Equivalents,0,1,1,0
  └─ Loans n Advances,23,15,40,0
  └─ Other asset items,0,0,1,131
Total Assets,28.50,28.15,101.64,218.81
