Metric,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,4,4,4,11,11,11,11,11
Reserves,152,165,225,435,531,648,780,894
Borrowings,154,151,149,19,29,26,30,7
  └─ Long term Borrowings,0.00,0.00,0.27,1.00,1.50,0.00,0.00,0.00
  └─ Short term Borrowings,0.00,0.00,0.00,0.00,15.97,18.40,27.62,0.00
  └─ Lease Liabilities,25.13,21.51,19.60,15.94,11.92,7.33,2.23,7.04
  └─ Preference Capital,128.96,128.96,128.96,0.00,0.00,0.00,0.00,0.00
  └─ Other Borrowings,0.00,0.28,0.32,2.15,0.00,0.00,0.00,
Other Liabilities,30,39,50,53,101,109,123,124
  └─ Non controlling int,0,0,0,-0,0,1,1,0
  └─ Trade Payables,4,6,4,6,13,25,30,62
  └─ Advance from Customers,1,2,0,1,3,2,1,
  └─ Other liability items,25,31,45,47,85,82,91,61
Total Liabilities,340,358,428,518,673,794,944,1036
Fixed Assets,44,41,33,43,49,61,90,105
  └─ Equipments,0,0,0,0,0,0,0,
  └─ Computers,15,17,17,27,34,52,86,
  └─ Furniture n fittings,1,2,2,2,3,4,6,
  └─ Vehicles,3,5,6,8,2,3,4,
  └─ Intangible Assets,0,0,0,4,4,4,4,64
  └─ Other fixed assets,34,32,25,24,37,41,44,
  └─ Gross Block,53,56,50,65,81,105,145,
  └─ Accumulated Depreciation,9,15,17,22,32,43,54,
CWIP,0,0,0,0,7,10,1,0
Investments,201,199,269,296,362,409,489,517
Other Assets,95,119,126,178,254,313,364,414
  └─ Inventories,5,5,3,10,18,12,19,17
  └─ Trade receivables,24,31,28,44,58,105,133,176
    └─ Receivables over 6m,0,0,0,0,7,10,22,
    └─ Receivables under 6m,30,38,35,50,54,98,117,
    └─ Prov for Doubtful,-6,-7,-7,-7,-3,-3,-6,
  └─ Cash Equivalents,21,32,67,60,104,113,138,84
  └─ Loans n Advances,2,2,1,2,5,9,6,76
  └─ Other asset items,44,49,26,63,69,74,68,60
Total Assets,340,358,428,518,673,794,944,1036
