Metric,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,9,9,9,10,11,11,12,12
Reserves,676,759,869,1013,1157,1337,2738,3075
Borrowings,685,725,640,746,804,891,407,591
  └─ Long term Borrowings,213,172,188,234,263,252,171,96
  └─ Short term Borrowings,304,355,255,412,449,550,128,362
  └─ Lease Liabilities,89,89,92,101,92,90,107,134
  └─ Other Borrowings,78,110,105,0,-0,0,-0,
Other Liabilities,376,336,412,451,491,555,578,816
  └─ Non controlling int,9,9,10,12,14,16,17,20
  └─ Trade Payables,187,173,227,265,293,356,362,543
  └─ Advance from Customers,1,1,3,9,14,14,19,
  └─ Other liability items,179,153,172,165,170,169,180,253
Total Liabilities,1745,1829,1931,2221,2463,2793,3736,4495
Fixed Assets,1014,1064,1127,1239,1394,1584,1938,2262
  └─ Land,38.14,38.09,50.41,66.10,74.98,80.48,211.80,
  └─ Building,206.37,225.25,232.74,238.14,293.88,329.09,382.69,
  └─ Plant Machinery,834.94,940.63,1068.48,1257.77,1443.38,1704.50,2007.10,
  └─ Equipments,4.08,4.40,5.29,5.62,6.66,7.97,8.97,
  └─ Computers,8.66,11.16,10.60,9.88,8.68,12.49,18.77,
  └─ Furniture n fittings,47.84,54.47,57.86,60.49,70.76,90.55,107.15,
  └─ Vehicles,13.13,12.54,12.67,16.83,17.70,20.52,25.12,
  └─ Intangible Assets,32.42,32.36,35.84,35.23,34.71,34.33,36.13,44.01
  └─ Other fixed assets,4.78,4.79,5.23,9.10,10.18,12.25,14.27,
  └─ Gross Block,1190.36,1323.69,1479.12,1699.16,1960.93,2292.18,2812.00,
  └─ Accumulated Depreciation,175.96,259.32,352.13,459.73,567.32,708.19,874.37,
CWIP,49,68,60,122,76,84,195,220
Investments,1,4,4,11,11,41,52,90
Other Assets,682,693,739,848,982,1084,1552,1924
  └─ Inventories,243,240,250,278,371,419,501,671
  └─ Trade receivables,271,259,313,409,433,462,455,627
  └─ Cash Equivalents,32,72,65,50,62,63,427,397
  └─ Loans n Advances,15,14,11,18,25,28,43,39
  └─ Other asset items,121,108,99,93,92,112,126,190
Total Assets,1745,1829,1931,2221,2463,2793,3736,4495
