Metric,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,2.11,2.89,2.89,3.29,10.19,10.19,10.19,10.19,10.19,10.19
Reserves,0.63,4.71,5.24,8.28,-2.24,-6.36,-5.06,-5.45,-8.82,-9.75
Borrowings,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.50,1.05,1.05
  └─ Long term Borrowings,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.50,1.05,1.05
Other Liabilities,0.67,0.84,1.16,1.40,1.28,1.21,1.13,1.77,2.03,2.34
  └─ Trade Payables,0.07,0.21,0.30,0.21,0.26,0.34,0.15,0.45,1.03,0.91
  └─ Other liability items,0.60,0.63,0.86,1.19,1.02,0.87,0.98,1.32,1.00,1.43
Total Liabilities,3.42,8.45,9.29,12.97,9.23,5.04,6.26,7.01,4.45,3.83
Fixed Assets,0.34,1.08,1.24,1.18,0.87,0.83,0.81,0.71,0.46,0.34
  └─ Equipments,0.04,0.04,0.05,0.25,0.25,0.30,0.30,0.32,0.32,
  └─ Computers,0.55,0.96,1.22,1.48,1.49,1.55,1.70,1.80,1.80,
  └─ Furniture n fittings,0.29,0.93,1.35,1.32,1.38,1.52,1.71,1.83,1.79,
  └─ Vehicles,0.12,0.12,0.11,0.00,0.00,0.00,0.00,0.00,0.00,
  └─ Intangible Assets,0.13,0.13,0.14,0.14,0.14,0.15,0.15,0.15,0.15,0.01
  └─ Other fixed assets,0.01,0.01,0.00,-0.01,0.00,0.00,0.01,0.01,0.00,
  └─ Gross Block,1.14,2.19,2.87,3.18,3.26,3.52,3.87,4.11,4.06,
  └─ Accumulated Depreciation,0.80,1.12,1.63,2.00,2.39,2.69,3.06,3.40,3.61,
CWIP,0.00,0.19,0.22,0.23,0.24,0.24,0.28,0.28,0.30,0.30
Investments,0.00,0.00,0.00,0.60,0.60,0.00,0.00,0.00,0.00,0.00
Other Assets,3.08,7.18,7.83,10.96,7.52,3.97,5.17,6.02,3.69,3.19
  └─ Inventories,0.14,0.16,0.13,0.11,0.06,0.04,0.03,0.11,0.04,0.03
  └─ Trade receivables,1.60,3.15,4.18,5.12,4.30,2.32,3.79,4.62,2.66,2.22
  └─ Cash Equivalents,0.75,2.24,0.85,1.84,0.11,0.63,0.54,0.38,0.17,0.17
  └─ Loans n Advances,0.25,0.09,0.26,0.48,0.65,0.00,0.11,0.19,0.13,0.47
  └─ Other asset items,0.34,1.54,2.41,3.41,2.40,0.98,0.70,0.72,0.69,0.30
Total Assets,3.42,8.45,9.29,12.97,9.23,5.04,6.26,7.01,4.45,3.83
