Metric,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,813,813,813,813,813,813
Reserves,14499,16044,19242,9853,15484,19202
Borrowings,1354,1178,1189,833,850,1098
  └─ Long term Borrowings,821,797,707,623,536,455
  └─ Short term Borrowings,425,263,452,145,256,542
  └─ Lease Liabilities,0,0,31,65,58,101
  └─ Other Borrowings,109,118,0,-0,-0,
Other Liabilities,10065,10324,13329,14850,12951,13292
  └─ Trade Payables,6065,5405,7441,7493,7086,7201
  └─ Advance from Customers,1076,1626,1439,1066,210,
  └─ Other liability items,2924,3292,4450,6291,5655,6091
Total Liabilities,26731,28358,34573,26349,30097,34404
Fixed Assets,7288,6671,6150,7614,7105,13070
  └─ Land,561,561,561,1090,1108,
  └─ Building,1662,1743,1750,2166,2458,
  └─ Plant Machinery,12578,13877,6364,17627,18649,
  └─ Equipments,117,134,9036,160,174,
  └─ Computers,186,197,209,248,279,
  └─ Furniture n fittings,166,241,248,334,341,
  └─ Vehicles,181,190,218,257,296,
  └─ Intangible Assets,1011,1011,1101,1156,1156,128
  └─ Other fixed assets,190,197,205,219,234,
  └─ Gross Block,16652,18152,19691,23256,24693,
  └─ Accumulated Depreciation,9364,11481,13540,15641,17588,
CWIP,818,529,1337,653,4718,725
Investments,0,0,0,0,0,7
Other Assets,18625,21158,27086,18082,18274,20602
  └─ Inventories,2563,2881,3422,3316,3404,3594
  └─ Trade receivables,2465,2182,2897,2510,2389,2194
  └─ Cash Equivalents,11568,14139,17741,9017,8579,10552
  └─ Loans n Advances,260,170,184,106,164,92
  └─ Other asset items,1769,1785,2842,3133,3737,4171
Total Assets,26731,28358,34573,26349,30097,34404
