Metric,Mar 2018,Mar 2019,Mar 2020,Mar 2025,Mar 2026
Equity Capital,3.82,3.82,3.82,13.76,14.35
Reserves,1.74,1.10,-0.87,43.03,54.43
Borrowings,1.74,1.37,1.61,2.76,4.73
  └─ Long term Borrowings,0.48,0.42,1.61,2.01,3.06
  └─ Short term Borrowings,1.21,0.94,0.00,0.76,1.67
  └─ Other Borrowings,0.05,0.01,0.00,-0.01,
Other Liabilities,3.66,3.01,7.49,6.56,15.86
  └─ Non controlling int,0.22,-0.12,-1.83,0.22,1.05
  └─ Trade Payables,2.29,1.40,3.85,3.31,12.56
  └─ Advance from Customers,0.12,0.00,1.86,1.59,
  └─ Other liability items,1.03,1.73,3.61,1.44,2.25
Total Liabilities,10.96,9.30,12.05,66.11,89.37
Fixed Assets,1.68,1.71,1.75,23.12,22.10
  └─ Land,0.00,0.00,0.00,2.86,
  └─ Building,0.19,0.00,0.00,5.34,
  └─ Plant Machinery,0.56,0.00,0.00,7.78,
  └─ Equipments,0.50,0.00,0.00,0.00,
  └─ Computers,0.04,0.00,0.00,0.00,
  └─ Furniture n fittings,0.06,0.00,0.00,0.48,
  └─ Vehicles,0.64,0.00,0.00,0.52,
  └─ Intangible Assets,0.28,0.26,0.26,0.00,0.00
  └─ Other fixed assets,0.00,1.45,1.49,8.97,
  └─ Gross Block,2.27,1.71,1.75,25.95,
  └─ Accumulated Depreciation,0.58,0.00,0.00,2.84,
CWIP,0.00,0.00,0.00,0.00,0.00
Investments,3.17,1.72,0.10,7.15,15.29
Other Assets,6.11,5.87,10.20,35.84,51.98
  └─ Inventories,3.10,2.31,3.21,5.77,3.97
  └─ Trade receivables,1.46,0.86,1.18,10.79,20.22
  └─ Cash Equivalents,0.80,0.11,0.02,11.78,13.61
  └─ Loans n Advances,0.04,0.01,0.07,0.00,4.57
  └─ Other asset items,0.71,2.58,5.72,7.50,9.61
Total Assets,10.96,9.30,12.05,66.11,89.37
