Metric,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,1,1,1,5,14,16,16
Reserves,3,6,12,17,45,94,105
Borrowings,9,11,23,29,11,52,0
  └─ Long term Borrowings,5.66,5.79,13.62,10.06,7.81,10.00,0.00
  └─ Short term Borrowings,3.20,4.72,8.90,19.18,3.44,41.85,0.00
  └─ Other Borrowings,0.00,0.00,0.00,0.00,-0.01,0.00,
Other Liabilities,9,17,23,19,15,37,54
  └─ Non controlling int,0.09,0.19,0.82,1.22,1.45,15.33,17.41
  └─ Trade Payables,6.79,11.88,11.82,6.83,4.51,12.39,4.07
  └─ Advance from Customers,1.05,2.74,7.12,6.83,4.87,3.99,
  └─ Other liability items,1.40,1.83,3.61,3.93,4.61,5.36,32.42
Total Liabilities,22,34,59,71,85,198,175
Fixed Assets,4,5,4,19,20,24,23
  └─ Land,0.00,0.00,0.00,0.80,0.80,0.80,
  └─ Building,1.83,2.08,2.08,5.13,6.55,7.11,
  └─ Plant Machinery,3.93,4.14,0.00,12.18,13.63,14.90,
  └─ Equipments,0.29,0.40,0.43,0.50,0.72,1.36,
  └─ Computers,0.10,0.16,0.17,0.22,0.32,0.37,
  └─ Furniture n fittings,0.34,0.34,0.34,1.27,1.37,2.44,
  └─ Vehicles,0.44,0.54,0.54,0.77,0.70,0.70,
  └─ Intangible Assets,0.00,0.00,0.00,0.00,0.00,3.39,3.39
  └─ Other fixed assets,0.00,0.47,4.68,3.32,3.16,4.37,
  └─ Gross Block,6.93,8.13,8.24,24.19,27.25,35.44,
  └─ Accumulated Depreciation,2.77,3.41,4.04,5.38,7.61,11.28,
CWIP,0,4,8,0,0,1,8
Investments,0,0,0,0,0,29,29
Other Assets,18,26,46,52,66,144,114
  └─ Inventories,6.90,9.38,16.36,19.72,24.69,44.25,39.05
  └─ Trade receivables,7.93,11.49,15.39,15.43,20.45,33.75,31.45
  └─ Cash Equivalents,0.86,1.99,5.45,5.98,11.91,34.84,29.78
  └─ Loans n Advances,2.48,2.62,6.48,10.19,7.95,27.08,7.46
  └─ Other asset items,0.11,0.12,2.64,0.48,0.80,4.43,6.55
Total Assets,22,34,59,71,85,198,175
