Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,Mar 2014
Equity Capital,14,14,14,14,14,14,14,14,14,14,14,14,
Reserves,53,54,66,70,70,77,78,83,84,76,74,80,
Borrowings,41,42,44,31,29,27,24,28,33,30,26,41,
  └─ Long term Borrowings,0.59,0.39,0.18,5.48,5.66,5.03,3.12,2.25,6.48,5.81,5.24,10.47,
  └─ Short term Borrowings,40.48,41.93,44.17,24.51,22.44,21.41,20.22,25.66,26.65,21.37,20.99,30.84,
  └─ Other Borrowings,0.00,0.00,-0.01,0.52,0.80,0.72,0.46,0.00,-0.01,3.09,0.00,,
Other Liabilities,30,28,27,52,45,34,22,20,34,39,57,55,
  └─ Trade Payables,24.80,22.63,23.16,47.34,37.74,30.56,21.09,18.17,31.58,36.72,54.30,47.79,
  └─ Advance from Customers,0.45,0.66,0.41,0.58,0.47,0.46,0.26,0.32,0.26,0.26,0.40,,
  └─ Other liability items,4.64,5.18,3.47,4.25,6.94,3.30,1.04,1.63,2.00,2.30,2.65,7.40,
Total Liabilities,138,139,151,166,157,152,138,145,165,159,171,190,
Fixed Assets,21,20,28,32,31,20,20,18,18,19,18,17,
  └─ Land,0.79,0.83,0.80,0.80,0.83,0.84,0.84,0.84,0.84,0.84,0.84,,
  └─ Building,14.58,14.80,14.21,19.36,19.93,20.05,21.87,21.94,22.43,24.83,24.83,,
  └─ Plant Machinery,8.08,8.41,8.42,8.78,8.06,8.79,8.40,5.52,5.08,4.96,5.08,,
  └─ Equipments,0.38,0.46,0.47,0.46,0.57,0.58,0.53,0.54,0.60,0.64,0.65,,
  └─ Computers,0.78,0.96,1.01,1.12,1.02,1.06,1.03,0.97,0.96,1.01,1.06,,
  └─ Furniture n fittings,3.87,4.63,4.70,4.80,4.95,4.96,4.84,5.06,5.08,5.51,5.61,,
  └─ Vehicles,1.61,1.61,1.60,1.60,1.91,1.91,1.76,1.76,1.13,0.72,0.72,,
  └─ Intangible Assets,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,
  └─ Other fixed assets,0.47,0.52,10.65,10.55,10.20,0.57,0.56,0.50,0.53,0.52,0.53,,
  └─ Gross Block,30.56,32.22,41.86,47.47,47.47,38.76,39.83,37.13,36.65,39.03,39.32,,
  └─ Accumulated Depreciation,9.65,11.76,13.81,15.73,16.44,18.41,19.69,19.05,18.80,19.91,21.27,,
CWIP,0,0,0,0,0,0,0,0,0,0,0,0,
Investments,11,11,1,0,0,0,0,0,0,0,0,0,
Other Assets,106,108,122,134,126,131,117,126,146,139,152,173,
  └─ Inventories,33,30,33,28,36,36,26,32,47,76,94,85,
  └─ Trade receivables,39,46,57,81,64,58,55,68,58,33,30,30,
    └─ Receivables over 6m,24.06,8.76,8.53,0.00,0.00,0.00,0.00,30.11,18.02,15.12,14.39,,7.92
    └─ Receivables under 6m,15.50,38.15,49.28,81.01,64.42,57.92,55.35,37.75,40.39,17.64,15.76,,0.00
    └─ Prov for Doubtful,-0.36,-0.57,-0.46,-0.45,-0.43,-0.42,0.00,0.00,0.00,0.00,0.00,,0.00
  └─ Cash Equivalents,13,13,12,8,8,8,7,5,4,4,4,4,
  └─ Loans n Advances,7,8,0,0,1,3,0,1,7,6,3,0,
  └─ Other asset items,14,10,19,17,18,27,28,21,29,21,21,53,
Total Assets,138,139,151,166,157,152,138,145,165,159,171,190,
