Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,Mar 2014
Equity Capital,10,10,10,12,12,12,13,16,16,17,19,19,
Reserves,125,167,202,359,359,391,631,732,804,848,883,1022,
Borrowings,160,180,331,373,461,539,550,646,801,683,681,720,
  └─ Long term Borrowings,28,21,51,110,194,212,273,388,408,333,268,303,
  └─ Short term Borrowings,121,146,270,247,244,278,217,236,371,325,377,365,
  └─ Lease Liabilities,0,0,0,0,0,13,12,23,21,25,36,52,
  └─ Other Borrowings,11,13,10,16,23,36,48,0,-0,0,0,,
Other Liabilities,131,123,126,273,255,290,282,396,425,424,454,563,
  └─ Non controlling int,0,0,18,62,59,57,70,17,5,-8,-27,-40,
  └─ Trade Payables,107,95,78,178,165,174,158,234,288,325,377,505,
  └─ Advance from Customers,0,0,0,0,1,0,0,20,28,22,8,,
  └─ Other liability items,25,28,30,33,30,60,54,124,104,86,96,98,
Total Liabilities,426,479,669,1016,1087,1232,1475,1790,2045,1972,2037,2324,
Fixed Assets,106,140,201,278,272,306,584,601,858,816,704,887,
  └─ Land,2,12,10,13,23,23,23,25,25,24,26,,
  └─ Building,18,20,16,31,34,54,82,102,135,137,173,,
  └─ Plant Machinery,230,278,118,199,200,245,530,568,862,905,962,,
  └─ Equipments,11,12,10,10,10,10,11,0,0,0,0,,
  └─ Computers,2,2,1,1,1,2,4,5,7,8,7,,
  └─ Furniture n fittings,4,4,3,4,4,5,7,10,8,9,12,,
  └─ Vehicles,3,3,3,3,3,4,4,5,7,7,7,,
  └─ Intangible Assets,24,27,49,77,79,83,88,99,78,75,76,262,
  └─ Other fixed assets,1,2,3,4,4,4,4,2,3,3,7,,
  └─ Gross Block,295,360,214,342,359,430,753,816,1124,1169,1271,,
  └─ Accumulated Depreciation,189,219,13,64,87,124,170,215,267,352,567,,
CWIP,3,25,8,14,59,179,24,215,43,46,10,33,
Investments,1,1,19,115,11,7,7,7,8,8,61,30,
Other Assets,316,313,442,609,745,740,861,966,1136,1102,1262,1373,
  └─ Inventories,136,173,198,239,285,298,320,371,568,540,543,504,
  └─ Trade receivables,113,75,145,205,209,253,271,300,305,285,328,373,
    └─ Receivables over 6m,12,14,0,0,0,0,0,42,46,17,24,,7
    └─ Receivables under 6m,112,73,163,225,232,284,303,285,290,271,305,,95
    └─ Prov for Doubtful,-11,-12,-18,-19,-23,-31,-32,-28,-32,-2,-0,,-1
  └─ Cash Equivalents,19,19,31,48,103,65,138,142,99,94,154,153,
  └─ Loans n Advances,6,11,12,11,20,19,25,18,27,31,40,18,
  └─ Other asset items,40,34,56,106,127,105,106,136,137,152,197,325,
Total Assets,426,479,669,1016,1087,1232,1475,1790,2045,1972,2037,2324,
