Metric,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,42,43,43,43,43,43,43,43,44,44
Reserves,592,707,857,953,1168,1364,1564,1771,2054,2329
Borrowings,6,7,14,13,69,68,503,401,134,165
  └─ Long term Borrowings,2,0,0,0,0,0,273,137,0,0
  └─ Short term Borrowings,0,0,14,13,13,12,147,154,11,9
  └─ Lease Liabilities,0,0,0,0,56,57,83,110,123,156
  └─ Other Borrowings,3,7,0,0,0,0,0,0,0,
Other Liabilities,294,414,458,447,594,632,788,936,1098,1175
  └─ Non controlling int,0,2,2,4,5,5,0,0,0,0
  └─ Trade Payables,219,336,359,305,475,453,488,550,657,738
  └─ Advance from Customers,1,0,0,0,0,0,0,0,0,
  └─ Other liability items,75,76,96,138,115,173,300,386,441,437
Total Liabilities,934,1171,1372,1455,1875,2107,2899,3152,3329,3714
Fixed Assets,169,218,231,284,370,463,1247,1334,1374,1525
  └─ Land,24,27,27,36,42,59,103,103,103,
  └─ Building,74,92,102,143,170,203,279,323,351,
  └─ Plant Machinery,67,94,106,128,204,288,325,400,441,
  └─ Equipments,5,9,10,12,13,15,18,22,27,
  └─ Computers,5,10,13,16,18,22,26,32,38,
  └─ Furniture n fittings,3,6,8,10,12,14,17,23,27,
  └─ Vehicles,1,1,1,1,4,8,12,13,20,
  └─ Intangible Assets,0,4,4,4,4,4,624,634,634,691
  └─ Other fixed assets,7,11,12,15,20,23,76,87,116,
  └─ Gross Block,185,254,283,364,486,636,1479,1635,1757,
  └─ Accumulated Depreciation,16,36,52,80,117,173,232,300,383,
CWIP,10,7,8,67,20,17,27,37,49,20
Investments,89,75,83,36,33,33,34,101,81,276
Other Assets,666,870,1050,1068,1452,1593,1591,1679,1825,1893
  └─ Inventories,274,316,376,479,632,860,767,812,997,1024
  └─ Trade receivables,312,449,459,324,388,484,557,596,542,533
  └─ Cash Equivalents,15,5,86,112,281,61,67,57,64,59
  └─ Loans n Advances,24,24,37,34,45,58,62,69,75,23
  └─ Other asset items,41,75,92,119,107,130,137,146,146,253
Total Assets,934,1171,1372,1455,1875,2107,2899,3152,3329,3714
