Metric,Mar 2023,Mar 2024,Mar 2025
Equity Capital,11.74,11.74,11.74
Reserves,1.34,1.66,2.02
Borrowing,9.34,40.22,30.60
Other Liabilities,0.65,1.64,1.53
  └─ Non controlling int,0.00,-0.01,0.00
  └─ Trade Payables,0.24,0.22,0.20
  └─ Other liability items,0.41,1.43,1.33
Total Liabilities,23.07,55.26,45.89
Fixed Assets,0.00,0.03,0.25
  └─ Computers,,0.03,0.37
  └─ Gross Block,,0.03,0.37
  └─ Accumulated Depreciation,,0.00,0.12
CWIP,0.00,0.00,0.00
Investments,4.22,3.24,4.85
Other Assets,18.85,51.99,40.79
  └─ Inventories,0.21,0.21,0.21
  └─ Cash Equivalents,0.18,0.40,0.14
  └─ Loans n Advances,18.46,0.03,0.03
  └─ Other asset items,0.00,51.35,40.41
Total Assets,23.07,55.26,45.89
