Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,Mar 2014
Equity Capital,112,121,131,131,131,131,131,131,131,131,131,131,
Reserves,20,-240,-285,-270,-1969,-2443,-2727,-3113,-3238,-3315,-3320,-3321,
Borrowings,2125,2166,2162,2643,2692,2673,2669,2669,2671,2671,2672,2672,
  └─ Long term Borrowings,1472,1389,1214,1205,668,0,0,0,0,0,0,0,
  └─ Short term Borrowings,418,594,656,887,671,657,2669,2669,2669,2668,2668,2667,
  └─ Lease Liabilities,0,0,0,0,0,1,0,0,3,3,5,4,
  └─ Preference Capital,137,93,0,40,0,0,0,40,0,0,0,0,
  └─ Other Borrowings,98,90,292,512,1353,2015,0,-40,0,0,0,,
Other Liabilities,2073,1948,2299,2802,2466,2507,2365,2246,2287,2221,2233,2147,
  └─ Non controlling int,18,-94,0,0,0,0,0,0,0,0,0,0,
  └─ Trade Payables,1083,1029,692,961,765,768,739,747,638,583,533,586,
  └─ Advance from Customers,13,16,46,65,74,81,19,15,14,5,5,,
  └─ Other liability items,959,997,1561,1776,1626,1659,1607,1484,1635,1633,1696,1561,
Total Liabilities,4329,3995,4307,5306,3320,2868,2439,1932,1852,1707,1716,1629,
Fixed Assets,185,197,177,180,120,89,72,49,42,33,28,25,
  └─ Land,4.78,4.78,4.78,4.78,4.78,4.78,4.78,4.78,4.78,4.78,4.78,,
  └─ Building,57.07,59.37,38.11,43.08,45.93,45.93,46.87,32.39,35.38,32.20,34.58,,
  └─ Plant Machinery,579.77,566.04,127.59,160.04,170.29,170.29,171.81,69.58,69.58,51.54,38.24,,
  └─ Equipments,15.84,17.91,1.31,2.01,2.03,3.35,2.03,0.82,0.82,0.26,0.26,,
  └─ Computers,7.67,8.18,1.81,2.42,2.45,2.45,2.53,1.81,1.81,1.58,1.51,,
  └─ Furniture n fittings,9.90,10.73,2.26,2.52,2.58,2.58,2.58,1.79,1.79,1.42,1.14,,
  └─ Vehicles,12.31,13.37,4.02,4.06,2.88,2.89,2.89,2.29,2.26,2.15,1.11,,
  └─ Intangible Assets,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.64,
  └─ Other fixed assets,7.77,49.81,44.48,45.84,10.11,10.11,2.98,7.29,1.19,0.00,0.00,,
  └─ Gross Block,695.11,730.19,224.36,264.75,241.05,242.38,236.47,120.75,117.61,93.93,81.62,,
  └─ Accumulated Depreciation,510.02,532.71,47.21,84.47,121.24,153.21,164.34,71.80,75.58,60.74,53.21,,
CWIP,2,9,7,3,1,0,0,0,0,0,0,0,
Investments,284,284,278,319,60,37,41,45,50,14,18,18,
Other Assets,3858,3505,3845,4804,3139,2742,2325,1838,1761,1660,1670,1587,
  └─ Inventories,1107,873,725,1021,90,52,38,38,36,28,25,15,
  └─ Trade receivables,788,594,404,495,155,206,134,76,75,39,56,58,
    └─ Receivables over 6m,105,108,0,0,0,0,0,340,354,314,248,,70
    └─ Receivables under 6m,683,486,583,674,309,384,364,22,32,18,55,,648
    └─ Prov for Doubtful,0,0,-179,-179,-154,-178,-229,-286,-311,-293,-247,,0
  └─ Cash Equivalents,40,22,22,28,29,261,261,332,331,341,318,225,
  └─ Loans n Advances,37,63,96,113,46,31,79,86,55,70,42,346,
  └─ Other asset items,1885,1953,2599,3147,2819,2191,1814,1307,1264,1180,1229,943,
Total Assets,4329,3995,4307,5306,3320,2868,2439,1932,1852,1707,1716,1629,
