Metric,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,2.55,2.55,2.55,2.55
Reserves,5.68,7.24,8.96,8.60
Borrowings,2.40,2.06,6.39,7.05
  └─ Long term Borrowings,1.21,1.08,4.72,4.86
  └─ Short term Borrowings,1.20,0.99,1.67,2.19
  └─ Other Borrowings,-0.01,-0.01,0.00,
Other Liabilities,0.55,3.54,1.69,2.10
  └─ Trade Payables,0.48,2.52,0.90,1.29
  └─ Advance from Customers,0.00,0.60,0.02,
  └─ Other liability items,0.07,0.42,0.77,0.81
Total Liabilities,11.18,15.39,19.59,20.30
Fixed Assets,2.16,2.13,1.66,1.33
  └─ Land,0.33,0.33,0.33,
  └─ Building,0.17,0.17,0.17,
  └─ Plant Machinery,0.81,0.81,0.82,
  └─ Equipments,0.01,0.01,0.01,
  └─ Vehicles,1.66,2.13,2.13,
  └─ Other fixed assets,0.01,0.01,0.01,
  └─ Gross Block,2.99,3.46,3.47,
  └─ Accumulated Depreciation,0.83,1.34,1.81,
CWIP,0.00,0.00,0.00,0.00
Investments,0.00,0.00,0.00,0.00
Other Assets,9.02,13.26,17.93,18.97
  └─ Inventories,0.42,4.72,8.42,9.17
  └─ Trade receivables,1.63,3.20,3.47,4.13
    └─ Receivables over 6m,0.16,0.02,0.30,
    └─ Receivables under 6m,1.47,3.18,3.18,
  └─ Cash Equivalents,0.47,1.20,1.17,0.41
  └─ Loans n Advances,0.03,3.24,0.66,4.95
  └─ Other asset items,6.47,0.90,4.21,0.31
Total Assets,11.18,15.39,19.59,20.30
