Metric,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,3,3,3,10,10,10,10,14,14,14
Reserves,11,17,20,15,14,22,32,44,45,49
Borrowings,27,30,38,46,47,45,46,47,42,40
  └─ Long term Borrowings,8.74,6.44,13.96,18.52,18.16,15.53,9.50,17.70,11.54,9.29
  └─ Short term Borrowings,13.74,17.59,16.94,18.74,22.21,29.33,36.48,29.76,30.80,29.99
  └─ Lease Liabilities,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.25
  └─ Other Borrowings,4.85,5.65,7.13,8.27,7.11,0.00,0.00,0.00,0.00,
Other Liabilities,6,7,9,9,10,13,20,18,17,20
  └─ Non controlling int,0.00,0.00,0.00,0.00,0.00,0.00,-0.02,-0.12,-0.22,0.00
  └─ Trade Payables,3.38,4.11,5.21,4.36,5.81,6.10,13.76,8.72,6.76,5.18
  └─ Advance from Customers,0.20,0.20,0.20,0.20,0.20,0.40,0.13,0.33,0.81,
  └─ Other liability items,2.56,2.65,3.82,4.09,4.41,6.26,6.51,9.13,9.74,14.45
Total Liabilities,48,57,71,79,82,90,109,123,119,122
Fixed Assets,15,12,20,27,25,20,20,34,29,25
  └─ Land,1.25,1.29,1.29,1.29,1.86,1.87,1.46,1.44,1.25,
  └─ Building,4.61,5.24,5.75,8.25,8.25,7.36,7.70,14.42,14.42,
  └─ Equipments,0.57,0.59,0.65,0.69,0.70,0.73,0.74,1.22,1.24,
  └─ Computers,0.63,0.69,0.76,0.80,0.86,0.89,0.92,0.99,1.04,
  └─ Furniture n fittings,0.52,0.52,0.58,0.58,0.60,0.61,0.61,1.60,1.54,
  └─ Vehicles,37.74,34.54,41.66,47.23,46.26,46.20,48.14,44.18,40.76,
  └─ Intangible Assets,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00
  └─ Other fixed assets,0.23,0.26,0.24,0.23,0.24,0.23,0.38,3.08,3.43,
  └─ Gross Block,45.55,43.13,50.93,59.07,58.77,57.89,59.95,66.93,63.68,
  └─ Accumulated Depreciation,30.06,30.67,30.84,32.50,34.06,37.51,39.65,33.32,34.39,
CWIP,0,0,0,0,1,0,7,0,0,0
Investments,0,0,0,0,0,0,4,3,4,2
Other Assets,33,44,51,53,57,70,78,87,86,95
  └─ Inventories,1,1,2,4,5,6,0,0,0,0
  └─ Trade receivables,23,29,30,27,36,45,58,66,63,77
    └─ Receivables over 6m,3,4,5,7,0,4,4,7,7,
    └─ Receivables under 6m,20,26,25,20,36,42,55,60,57,
    └─ Prov for Doubtful,0,-0,-0,-0,0,-1,-1,-1,-1,
  └─ Cash Equivalents,2,4,4,3,6,4,7,5,8,7
  └─ Loans n Advances,1,2,2,2,1,4,3,4,5,4
  └─ Other asset items,6,7,13,16,8,10,10,12,9,8
Total Assets,48,57,71,79,82,90,109,123,119,122
