Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,22,22,22,47,47,47,47,47,47,47
Reserves,197,214,243,258,291,313,342,378,416,496
Borrowings,49,61,59,101,24,26,8,19,25,68
  └─ Long term Borrowings,0.14,0.18,0.25,0.84,0.60,0.46,0.25,0.17,4.65,36.27
  └─ Short term Borrowings,48.74,60.20,59.05,99.76,23.07,25.42,7.77,18.97,20.56,31.90
  └─ Other Borrowings,0.07,0.13,0.16,0.32,0.00,0.00,0.00,0.00,0.00,
Other Liabilities,85,84,78,124,128,119,107,110,115,150
  └─ Non controlling int,0,0,0,0,0,0,0,0,0,0
  └─ Trade Payables,32,28,26,46,43,40,32,33,38,56
  └─ Advance from Customers,3,2,4,7,11,7,6,5,6,
  └─ Other liability items,50,54,48,71,75,73,70,72,71,94
Total Liabilities,353,380,402,530,491,506,504,554,604,762
Fixed Assets,132,138,135,192,182,175,168,163,172,178
  └─ Land,10.42,10.45,10.45,74.37,74.37,74.25,74.25,74.25,74.25,
  └─ Building,36.62,39.73,40.98,44.99,44.99,45.08,45.08,46.21,50.22,
  └─ Plant Machinery,180.42,191.90,194.43,104.94,103.69,104.08,104.64,105.10,116.63,
  └─ Equipments,1.85,1.92,2.07,1.23,1.48,1.73,1.98,2.34,2.93,
  └─ Furniture n fittings,2.26,2.56,2.81,1.81,1.74,1.83,1.81,1.93,2.36,
  └─ Vehicles,2.36,2.43,2.95,2.85,2.85,2.73,2.74,2.71,2.44,
  └─ Intangible Assets,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.15
  └─ Other fixed assets,0.90,0.90,0.95,1.11,1.18,1.22,1.30,1.35,1.42,
  └─ Gross Block,234.83,249.89,254.64,231.30,230.30,230.92,231.80,233.89,250.25,
  └─ Accumulated Depreciation,102.50,111.71,119.94,39.44,48.46,56.11,63.51,71.26,78.58,
CWIP,2,2,2,0,0,0,4,2,1,1
Investments,20,17,20,2,9,10,5,19,46,114
Other Assets,199,223,245,336,299,320,326,370,384,469
  └─ Inventories,74,92,76,130,117,123,117,106,125,160
  └─ Trade receivables,66,64,77,85,94,100,105,113,122,153
  └─ Cash Equivalents,7,4,5,3,6,8,6,8,7,17
  └─ Loans n Advances,12,11,13,40,12,10,8,47,29,83
  └─ Other asset items,40,52,75,78,71,79,90,96,102,57
Total Assets,353,380,402,530,491,506,504,554,604,762
