Metric,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,104,104,104,104,104,121,121
Reserves,1088,1753,1804,1796,2486,4390,4940
Borrowings,10593,9732,7915,9014,8536,10976,19896
  └─ Long term Borrowings,9225,8226,6951,8099,7696,9857,16740
  └─ Short term Borrowings,889,1140,613,558,521,566,2248
  └─ Lease Liabilities,0,366,351,356,319,553,908
  └─ Other Borrowings,479,0,0,0,-0,0,
Other Liabilities,3675,900,973,1113,2080,2654,3583
  └─ Non controlling int,650,0,100,30,0,-1,-1
  └─ Trade Payables,50,150,273,62,74,225,15
  └─ Advance from Customers,0,0,1,0,0,1,
  └─ Other liability items,2975,750,599,1021,2006,2429,3569
Total Liabilities,15460,12489,10797,12027,13207,18140,28540
Fixed Assets,9650,8984,6177,6631,6758,12315,15732
  └─ Land,426.71,443.14,282.98,283.65,186.54,200.99,
  └─ Building,3.20,3.20,3.20,3.20,3.20,3.20,
  └─ Plant Machinery,10494.16,10330.01,7673.62,8595.85,8371.76,13939.58,
  └─ Equipments,0.20,0.20,0.20,0.20,0.20,0.23,
  └─ Furniture n fittings,0.00,0.00,0.00,0.00,0.00,0.13,
  └─ Vehicles,0.26,0.26,0.26,0.29,0.29,0.29,
  └─ Intangible Assets,0.00,0.00,0.00,0.00,0.00,0.00,0.03
  └─ Other fixed assets,506.08,523.04,501.12,522.17,473.47,741.72,
  └─ Gross Block,11430.61,11299.85,8461.38,9405.36,9035.46,14886.14,
  └─ Accumulated Depreciation,1780.26,2315.62,2284.27,2774.42,2277.54,2571.00,
CWIP,220,97,1273,2147,2828,1362,4358
Investments,0,25,25,23,150,275,275
Other Assets,5590,3383,3322,3226,3471,4188,8176
  └─ Inventories,0,0,0,0,0,4,17
  └─ Trade receivables,673,723,827,699,421,381,333
    └─ Receivables over 6m,0,268,525,400,193,77,
    └─ Receivables under 6m,674,455,303,301,228,303,
    └─ Prov for Doubtful,-1,-1,-1,-1,0,0,
  └─ Cash Equivalents,660,943,763,1338,1315,2916,6158
  └─ Loans n Advances,137,375,439,539,1120,285,316
  └─ Other asset items,4120,1343,1293,649,615,602,1351
Total Assets,15460,12489,10797,12027,13207,18140,28540
