Metric,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,20,50,50,50,50,58,63,62,63,63,63
Reserves,50,77,121,173,219,594,1610,1758,2087,2369,2707
Borrowings,0,18,84,79,53,20,16,140,378,468,42
  └─ Long term Borrowings,,2.58,5.24,4.57,3.71,3.41,0.00,43.68,135.03,0.00,0.00
  └─ Short term Borrowings,,15.00,77.77,73.16,37.36,0.56,0.00,62.47,214.61,440.96,0.00
  └─ Lease Liabilities,,0.00,0.00,0.00,11.50,15.99,16.22,33.96,28.85,27.21,41.98
  └─ Other Borrowings,0.23,0.91,1.16,1.32,0.60,0.00,0.00,0.00,0.00,0.00,
Other Liabilities,158,55,168,185,302,350,964,916,934,912,745
  └─ Non controlling int,0,1,-1,-2,-2,-3,2,8,21,32,52
  └─ Trade Payables,49,36,56,60,181,238,477,467,673,684,497
  └─ Advance from Customers,104,10,3,4,5,4,10,13,7,10,
  └─ Other liability items,5,8,110,124,118,110,475,429,232,186,196
Total Liabilities,228,200,423,487,625,1022,2653,2877,3462,3812,3556
Fixed Assets,9,33,182,170,176,193,952,953,898,818,896
  └─ Building,6,6,13,13,27,38,44,67,70,79,
  └─ Equipments,1,0,1,2,3,3,8,10,9,10,
  └─ Computers,12,20,21,37,40,50,58,74,89,97,
  └─ Furniture n fittings,1,3,5,6,6,6,11,16,17,19,
  └─ Vehicles,2,3,3,4,4,4,4,3,3,0,
  └─ Intangible Assets,0,14,83,82,88,100,627,653,655,639,824
  └─ Other fixed assets,0,0,83,70,72,85,333,347,361,374,
  └─ Gross Block,21,47,209,214,241,287,1085,1170,1206,1219,
  └─ Accumulated Depreciation,12,14,27,44,66,94,133,218,308,401,
CWIP,1,0,0,2,0,1,0,15,26,32,2
Investments,0,0,0,11,12,13,13,20,15,16,17
Other Assets,218,167,241,304,438,815,1688,1889,2523,2946,2642
  └─ Trade receivables,22,32,97,145,204,217,517,702,1072,933,909
  └─ Cash Equivalents,162,111,103,96,103,468,1026,880,757,1333,1389
  └─ Loans n Advances,1,3,11,6,26,22,41,80,212,280,17
  └─ Other asset items,32,21,30,58,105,108,104,228,483,401,326
Total Assets,228,200,423,487,625,1022,2653,2877,3462,3812,3556
