Metric,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,7,7,7,121,121,139
Reserves,206,214,225,601,493,512
Borrowings,122,128,133,46,707,713
  └─ Long term Borrowings,70,79,83,7,238,171
  └─ Short term Borrowings,31,29,35,23,218,271
  └─ Lease Liabilities,20,20,15,16,251,271
  └─ Other Borrowings,1,-0,0,-0,0,
Other Liabilities,343,254,340,245,347,625
  └─ Trade Payables,292,165,282,202,213,357
  └─ Advance from Customers,19,61,28,5,38,
  └─ Other liability items,32,28,31,38,97,267
Total Liabilities,678,603,705,1013,1668,1989
Fixed Assets,93,101,79,92,586,868
  └─ Land,0,0,0,0,0,
  └─ Building,47,47,41,42,320,
  └─ Plant Machinery,45,47,49,63,122,
  └─ Equipments,18,19,2,2,2,
  └─ Computers,9,11,14,12,17,
  └─ Furniture n fittings,11,12,12,12,34,
  └─ Vehicles,1,1,1,1,1,
  └─ Intangible Assets,5,6,1,1,57,286
  └─ Other fixed assets,32,46,46,56,169,
  └─ Gross Block,168,189,167,189,723,
  └─ Accumulated Depreciation,75,88,88,98,136,
CWIP,19,18,5,22,79,0
Investments,1,1,1,1,1,1
Other Assets,565,484,620,898,1002,1120
  └─ Inventories,117,136,128,196,282,404
  └─ Trade receivables,328,169,315,221,333,410
    └─ Receivables over 6m,0,0,64,81,76,
    └─ Receivables under 6m,332,174,259,145,262,
    └─ Prov for Doubtful,-4,-6,-8,-4,-4,
  └─ Cash Equivalents,36,55,52,360,220,64
  └─ Loans n Advances,28,43,32,34,49,6
  └─ Other asset items,57,80,94,86,118,236
Total Assets,678,603,705,1013,1668,1989
