Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,300,300,20,20,21,21,21,21,21,21,21,21
Reserves,2,766,1465,1916,2458,2748,3452,4141,4414,5306,6059,6452
Borrowings,969,196,102,70,70,30,480,477,454,659,578,578
  └─ Short term Borrowings,,196,102,70,70,30,0,0,0,0,0,0
  └─ Lease Liabilities,,0,0,0,0,0,480,477,454,659,578,578
  └─ Preference Capital,750,0,0,0,0,0,0,0,0,0,0,0
  └─ Other Borrowings,219,0,0,0,0,0,0,0,0,0,0,0
Other Liabilities,507,681,644,696,802,1504,1113,1438,3295,2497,2970,3438
  └─ Non controlling int,0,-0,-0,0,3,7,10,14,18,21,18,20
  └─ Trade Payables,169,214,149,181,188,198,235,393,1237,1412,1622,937
  └─ Advance from Customers,0,0,0,0,0,0,0,0,0,0,0,0
  └─ Other liability items,338,467,496,515,611,1300,867,1030,2040,1065,1330,2481
Total Liabilities,1778,1942,2232,2702,3352,4303,5066,6077,8184,8483,9627,10489
Fixed Assets,569,621,614,709,780,1174,1282,1283,1303,1613,2245,2250
  └─ Building,0,17,28,30,32,41,46,53,710,1001,994,1058
  └─ Plant Machinery,0,7,7,7,8,7,6,6,3,2,2,2
  └─ Equipments,0,21,25,30,38,56,68,98,157,187,197,123
  └─ Computers,0,47,63,75,120,190,226,273,340,346,374,418
  └─ Furniture n fittings,0,34,41,43,44,60,57,60,68,92,97,112
  └─ Vehicles,0,10,11,16,24,32,32,33,35,44,56,48
  └─ Intangible Assets,0,436,436,513,561,571,608,613,626,628,1192,1262
  └─ Other fixed assets,569,140,150,218,277,725,925,994,378,387,600,522
  └─ Gross Block,569,712,762,932,1104,1683,1967,2130,2317,2688,3512,3544
  └─ Accumulated Depreciation,0,91,148,223,324,509,684,847,1014,1075,1267,1294
CWIP,0,14,2,0,0,9,12,10,6,13,28,12
Investments,0,56,195,221,575,642,1515,1478,2284,1493,1310,1896
Other Assets,1208,1252,1421,1772,1997,2479,2257,3307,4590,5365,6045,6330
  └─ Inventories,0,0,0,0,0,0,0,0,2,3,4,6
  └─ Trade receivables,685,726,711,962,1064,1381,1235,1696,2152,2180,2513,2015
    └─ Receivables over 6m,67,0,0,0,0,0,0,54,86,80,82,160
    └─ Receivables under 6m,636,761,713,969,1071,1404,1247,1667,2096,2118,2449,1926
    └─ Prov for Doubtful,-17,-35,-2,-7,-6,-24,-13,-25,-30,-17,-19,-71
  └─ Cash Equivalents,115,83,67,154,205,244,233,674,690,1390,1566,1650
  └─ Loans n Advances,0,109,100,104,128,137,110,158,224,174,246,178
  └─ Other asset items,407,333,543,551,599,717,679,778,1524,1617,1716,2481
Total Assets,1778,1942,2232,2702,3352,4303,5066,6077,8184,8483,9627,10489
