Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,475,543,597,733,753,1030,1647,1814,1814,1814,1814,1814
Reserves,32017,31867,34088,36164,36936,40176,60763,68147,76240,90319,103603,115891
Deposits,485802,479749,495266,524847,599123,625408,1010985,1086341,1179086,1312242,1456495,1568333
Borrowing,13686,26963,39592,38910,41043,42762,50013,46285,58073,57538,89665,155288
Other Liabilities,26578,24603,26615,30781,33928,32064,56132,56202,65816,73104,80950,45999
  └─ Non controlling int,379,449,498,522,668,730,793,825,904,1000,1190,73
  └─ Trade Payables,1021,1270,1356,1295,1610,1120,2067,2366,2189,2524,2573,3220
  └─ Other liability items,25179,22883,24761,28964,31650,30214,53272,53011,62723,69580,77188,42706
Total Liabilities,558558,563725,596159,631435,711783,741440,1179540,1258789,1381030,1535018,1732527,1887325
Fixed Assets,6969,7206,7185,8335,8433,8323,11269,11447,10334,12184,10302,10595
  └─ Building,6650,6681,6759,8037,8176,8242,10666,11028,9992,11748,8794,8802
  └─ Other fixed assets,3311,3555,3754,4023,4266,4476,7270,7626,8070,8613,9692,10147
  └─ Gross Block,9961,10236,10513,12060,12443,12718,17937,18653,18062,20361,18486,18949
  └─ Accumulated Depreciation,2992,3030,3328,3725,4010,4395,6668,7206,7728,8177,8185,8354
CWIP,1,0,0,0,0,0,2,2,0,147,0,0
Investments,152122,152470,162073,157444,168678,192645,286191,311347,352893,399207,428024,407389
Other Assets,399466,404049,426901,465657,534672,540472,882077,935992,1017803,1123480,1294201,1469341
  └─ Cash Equivalents,20121,18652,18076,19451,26715,17972,38711,47532,51074,67707,86837,50762
  └─ Loans n Advances,6094,6323,6394,7313,15672,13097,13721,16086,19641,17588,16094,15205
  └─ Other asset items,373251,379074,402431,438892,492285,509403,829645,872374,947088,1038185,1191269,1403374
Total Assets,558558,563725,596159,631435,711783,741440,1179540,1258789,1381030,1535018,1732527,1887325
