Metric,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,5.31,5.31,5.31,5.31,5.31,5.31,5.31,5.31,5.31,5.31,5.31
Reserves,0.67,0.67,-1.53,-3.30,-1.08,-0.01,0.93,0.77,0.64,1.43,2.33
Borrowings,37.06,39.22,38.70,41.10,30.59,24.46,14.42,13.14,16.56,15.96,15.85
  └─ Long term Borrowings,34.95,39.22,37.41,39.79,3.86,7.01,8.55,0.70,9.99,9.64,9.10
  └─ Short term Borrowings,0.00,0.00,0.00,0.00,22.94,17.45,5.87,12.44,6.57,6.32,6.75
  └─ Other Borrowings,2.11,0.00,1.29,1.31,3.79,0.00,0.00,0.00,0.00,0.00,
Other Liabilities,9.23,8.11,6.52,7.96,12.65,15.36,14.89,11.23,10.19,9.85,8.91
  └─ Trade Payables,1.82,1.24,1.08,1.54,3.02,1.78,1.51,1.39,1.49,1.41,1.20
  └─ Advance from Customers,4.04,0.38,2.34,2.65,5.03,9.96,10.19,0.00,6.35,6.06,
  └─ Other liability items,3.37,6.49,3.10,3.77,4.60,3.62,3.19,9.84,2.35,2.38,7.71
Total Liabilities,52.27,53.31,49.00,51.07,47.47,45.12,35.55,30.45,32.70,32.55,32.40
Fixed Assets,3.66,3.62,3.48,3.34,3.20,3.17,3.77,4.23,4.24,4.21,4.00
  └─ Plant Machinery,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,
  └─ Equipments,0.03,0.03,0.04,0.05,0.06,0.09,0.13,0.16,0.21,0.24,
  └─ Computers,0.06,0.07,0.07,0.07,0.07,0.11,0.12,0.12,0.12,0.14,
  └─ Furniture n fittings,0.27,0.27,0.27,0.27,0.27,0.28,0.36,0.36,0.54,0.54,
  └─ Vehicles,0.75,0.87,0.87,0.87,0.87,0.76,1.34,1.99,1.99,2.14,
  └─ Intangible Assets,2.92,2.92,2.92,2.92,2.92,2.92,2.92,2.92,2.92,2.92,2.92
  └─ Other fixed assets,0.01,-0.00,-0.00,-0.01,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,
  └─ Gross Block,4.11,4.23,4.24,4.24,4.26,4.23,4.94,5.62,5.85,6.05,
  └─ Accumulated Depreciation,0.45,0.60,0.76,0.91,1.06,1.06,1.17,1.38,1.61,1.83,
CWIP,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Investments,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Other Assets,48.61,49.69,45.52,47.73,44.27,41.95,31.78,26.22,28.46,28.34,28.40
  └─ Inventories,41.22,41.15,40.73,43.22,38.90,25.99,24.56,20.59,21.85,19.90,18.16
  └─ Trade receivables,2.55,2.23,2.67,2.27,2.90,10.24,1.64,2.49,1.91,1.79,2.87
  └─ Cash Equivalents,0.19,0.40,0.13,0.10,0.12,2.54,0.14,0.12,0.27,0.20,0.33
  └─ Loans n Advances,4.02,5.62,1.64,1.44,1.27,1.72,3.91,0.06,3.50,5.28,0.00
  └─ Other asset items,0.63,0.29,0.35,0.70,1.08,1.46,1.53,2.96,0.93,1.17,7.04
Total Assets,52.27,53.31,49.00,51.07,47.47,45.12,35.55,30.45,32.70,32.55,32.40
